subject,edges_T2W40,re_T2W40,l1_T2W40,l3_T2W40,lsc_T2W40,y_true,y_pred
CDMS-11-6B-EAFESA,0.1426184244491261,-0.06292685666066411,0.12060154771043739,-0.007254323289800366,0.05427864335924715,7,8.472542660793565
CDMS-11-6B-EFRGR,0.15347118148387967,0.011030354980266475,0.03488003982122709,0.018737167539878415,0.06784727202208618,7,8.511191241072565
CDMS-11-6B-EROCO,0.13586981033090967,-0.056706011292922465,0.07263704782425362,0.12230272132888857,0.0168520934647288,8,8.51618088688108
CDMS-11-6B-JACUPE,-0.07893452649731804,-0.03837519937693672,-0.07402783827834956,0.08578609434736176,-0.05568673467400478,8,8.063987020745977
CDMS-11-6B-JDCHBA,-0.1656190994838632,0.004930216559422169,-0.007712713453683941,-0.16052228838691351,-0.12161074272524876,6,7.774690597734937
CDMS-11-6B-JFSAHE,0.15225684484488483,-0.03825229854069901,-0.08986310333328307,0.016185944343491413,0.0012058212038791403,8,8.266758433743496
CDMS-11-6B-JLPENA,-0.49860574996390133,-0.013881705528920013,0.03545741787675321,-0.013146614348557102,-0.04749378337733761,6,7.687554789883258
CDMS-11-6B-JMARME,-0.1009771712880998,-0.13354165036310742,-0.09396666763527614,-0.04861276290924523,-0.04147763529188449,4,7.8066493377376
CDMS-11-6B-JPSAMA,0.17709686865522598,0.408812947799042,0.08426026726505043,0.03805744510326982,0.15758874258086192,10,9.091041496628668
CDMS-11-6B-LESTA,-0.26264105522669,-0.07105922540839765,0.015629065349124803,-0.04607422362897714,-0.13527778086895817,8,7.725802005441321
CDMS-11-6B-MEBRTA,0.134363485711473,0.012577454793656783,-0.05691707331064385,0.02180710227991104,-0.17512313676302851,9,8.16193305793659
CDMS-11-6B-MMAMO,0.1438044905731551,-0.027573785118128455,0.04675927351316222,0.08248897691704338,0.01095879742951303,9,8.48166297853996
CDMS-11-6B-RSECA,0.1745682943838419,0.08634339334095846,0.07371978480215131,0.04458677000443587,0.14334417255871001,10,8.747787640315314
CDMS-11-6B-SCAPA,0.12153583504075426,-0.016413069312510485,-0.07739393696155838,-0.024569414557183734,-0.08665590683817496,3,8.141728732596553
CDMS-11-6B-VZAPE,0.19478891389629435,0.2628809005939172,0.1238296330563303,0.061985087254909386,0.05150486802650858,12,8.920214628053184
CDMS-11-6B-YLNIME,0.1335657787860784,0.07082179251345358,-0.08158205912823795,-0.009797298828136212,0.04101531628922449,9,8.379248754857606
CDMS-11-7C-ICARE,0.10760133305710529,0.08478224865612323,0.061206592676133105,0.036759076452805156,0.07361513775782066,11,8.589189613825209
CDMS-11-7C-SALMA,0.1526876455697608,0.1350628444730865,-0.023306183093701943,0.060864612783652246,0.09765800772091279,10,8.648192152678936
CDMS-11-7C-SPGAVE,-0.21400563791255997,0.06827389493495549,-0.02175021930041517,-0.07469207430675859,-0.1294333201020764,8,7.853617868538365
CDMS-12-5A-SRIGO,0.14324283916981173,0.1041137791049831,-0.03243681982172196,0.007168884195345916,0.10328406837171798,10,8.550597976245353
CDMS-12-6A-FAROPA,0.1895203830328357,0.08337738250349594,0.21397071340755494,0.07938438806608644,0.09449863372802744,14,8.885976725963225
CDMS-12-6A-JGIGA,0.14115146414853597,0.01976459957496094,-0.13105463628795042,-0.005774096649139921,-0.03152744461101245,7,8.217785111400616
CDMS-12-6A-SROAL,0.1331086038869781,0.08179283284345176,0.08612131142084718,0.11481567378910931,0.08905711233406417,10,8.730120759499668
CDMS-12-6B-IJDAGA,0.12940936441165707,0.056707081808092585,0.08685591527467405,0.11365888277669245,-0.03597609846998763,11,8.57588037102635
CDMS-12-6B-SCLAG,-0.06464007673081482,-0.0388770679818934,0.04725996030685596,0.04408305693721837,-8.548334286874763e-05,9,8.212965614413722
CDMS-12-7C-CATRAR,0.12297215004816475,0.2529667577381054,-0.03747762646882871,0.008471259415826807,0.16379328413812555,8,8.735951050096613
CDMS-12-7C-DLOLO,0.1271321826818499,-0.018554569936119692,0.016086537651486554,-0.010795909565138056,0.08185516582115153,9,8.420948631878447
CDMS-12-7C-JSZAOR,-0.25911193430348195,0.004585218658673219,-0.16561140245111397,0.08229224171319796,-0.160903642608715,5,7.726475706233788
CDMS-12-7C-MAROBE,0.12690505583305417,-0.06309753367702675,-0.007221495303761604,0.13027077059199155,0.024374804611718846,8,8.436456827281196
CDMS-12-7C-VMAPA,0.11350201778513296,-0.061788559563342366,-0.08068393016393417,-0.01777579018458135,0.04909315498981208,7,8.227572118088307
