subject,edges_T2W40,re_T2W40,l1_T2W40,l3_T2W40,lsc_T2W40
CDMS-11-7C-SPGAVE,37.88095238095238,0.7619047619047619,0.8809523809523809,1.5238095238095235,22.38095238095238
CDMS-12-5A-SRIGO,39.0,2.6420454545454546,0.2215909090909091,1.625,25.19886363636364
CDMS-12-6A-FAROPA,39.0,1.30718954248366,1.934640522875817,1.2091503267973855,25.647058823529413
CDMS-12-6A-JGIGA,39.0,0.8571428571428571,0.1619047619047619,0.4285714285714285,25.685714285714287
CDMS-12-6A-SROAL,39.0,2.9743589743589745,0.5384615384615384,2.435897435897436,25.17948717948718
CDMS-12-6B-IJDAGA,39.0,2.5487179487179485,1.984615384615385,2.6564102564102563,23.815384615384616
CDMS-12-6B-SCLAG,38.78431372549019,4.0588235294117645,1.803921568627451,6.647058823529412,20.01960784313725
CDMS-12-7C-CATRAR,39.0,0.4285714285714285,0.0,2.607142857142857,28.071428571428573
CDMS-12-7C-DLOLO,39.0,2.027027027027027,0.0,0.3243243243243243,24.7027027027027
CDMS-12-7C-JSZAOR,38.40909090909091,3.0303030303030303,3.106060606060606,2.4545454545454546,22.318181818181817
CDMS-12-7C-MAROBE,39.0,1.5232558139534884,0.9069767441860463,2.4069767441860463,27.0
CDMS-12-7C-VMAPA,39.0,2.0444444444444443,0.0,0.0,27.53333333333333
CDMS-12-7C-VQURA,39.0,2.1153846153846154,0.5,0.7596153846153846,25.75
CDMS-13-6B-JDTAHE,38.64556962025316,0.7215189873417721,1.5822784810126582,1.0759493670886076,23.79746835443038
CDMS-13-7C-MVEAR,39.0,1.4805194805194806,1.4025974025974026,0.4805194805194805,25.376623376623375
CDMS-13-7C-RAIZAC,39.0,1.1917808219178083,0.9315068493150684,3.616438356164384,27.356164383561644
CDMS-13-7C-SSOSLO,39.0,1.4285714285714286,0.0612244897959183,2.663265306122449,24.68367346938776
CDMS-14-10A-IMORTO,39.0,1.15,0.0,2.3,26.5
CDMS-14-10A-JCVANI,39.0,2.2462311557788945,0.7839195979899497,2.442211055276382,25.05025125628141
CDMS-14-6B-KDCAHE,37.833333333333336,0.5277777777777778,1.9444444444444444,5.111111111111111,18.194444444444443
CDMS-15-10A-AMALOS,39.0,1.3636363636363635,0.944055944055944,1.2587412587412588,26.251748251748253
CDMS-15-10A-JJMACH,39.0,2.106741573033708,0.146067415730337,1.398876404494382,27.337078651685392
CDMS-15-10A-MAALCA,39.0,0.5280898876404494,0.348314606741573,1.0449438202247192,27.168539325842698
CDMS-15-10A-MAALRI,38.84,1.8266666666666669,1.76,1.36,24.293333333333333
CDMS-15-10A-SGOMO,39.0,1.2682926829268293,0.5609756097560976,0.959349593495935,25.902439024390244
CDMS-15-10A-SHEGA,38.765060240963855,3.0180722891566263,1.3674698795180722,2.0421686746987957,24.33734939759036
CDMS-15-11B-JEMOLO,38.57142857142857,3.557142857142857,1.7285714285714286,2.842857142857143,21.757142857142856
CDMS-15-11B-VSAHO,39.0,1.1551724137931034,1.3793103448275863,0.4827586206896552,25.948275862068964
CDMS-16-10A-SGALO,39.0,0.6190476190476191,0.0,0.7619047619047619,28.61904761904762
CDMS-16-11B-NGABE,39.0,1.3203125,0.7265625,2.40625,26.328125
CDMS-17-10A-ASSAMO,39.0,1.582089552238806,0.0,1.3432835820895523,27.604477611940297
CDMS-18-7C-VVECA,39.0,3.175675675675676,0.527027027027027,5.013513513513513,25.72972972972973
CDMS-8-4A-DJAVDA,39.0,3.4375,2.75,0.0,22.9375
CDMS-8-4A-DOSTR,39.0,3.613636363636364,2.397727272727273,2.022727272727273,21.01136363636364
CDMS-8-4A-LGOPA,38.160714285714285,3.6607142857142856,0.8214285714285714,1.9285714285714288,20.982142857142858
CDMS-8-4C-JDBUTU,37.0,4.888888888888889,5.666666666666667,3.888888888888889,11.444444444444445
CDMS-9-4A-ACDUTR,38.22222222222222,4.222222222222222,3.6666666666666665,0.0,22.0
CDMS-9-4A-CARGA,39.0,2.5376344086021505,0.3655913978494624,1.4086021505376345,24.86021505376344
CDMS-9-4A-CRAAG,39.0,5.266666666666667,2.1333333333333333,0.0,23.6
CDMS-9-4A-EROHI,39.0,3.0,1.0,0.8333333333333334,26.0
CDMS-9-4A-ILOSE,38.723404255319146,1.7092198581560285,0.0,0.8936170212765957,25.95035460992908
CDMS-9-4A-TGAFR,38.0925925925926,0.5740740740740741,1.9444444444444444,1.5740740740740742,23.12962962962963
CDMS-9-4C-SCAMO,38.7483870967742,1.870967741935484,0.2516129032258064,0.9612903225806452,25.870967741935484
CDMS-9-5A-ABERO,39.0,2.672514619883041,3.064327485380117,2.017543859649123,20.01169590643275
CDMS-9-5A-VVAAR,39.0,0.4333333333333333,0.6,1.4333333333333331,27.966666666666665
CDMS-9-5C-JDMADE,38.80904522613066,2.5678391959799,2.1557788944723617,2.4472361809045227,24.2964824120603
CDMS-9-5C-LVIZAC,38.56441717791411,3.3067484662576687,2.607361963190184,3.539877300613497,21.165644171779142
CDMS-9-5C-MLOGO,39.0,1.98876404494382,1.6404494382022472,3.8876404494382015,22.674157303370787
CDMS-XX-10A-VGILO,38.864583333333336,1.8645833333333333,0.4270833333333333,0.8229166666666666,26.48958333333333
CDMS-XX-5C-MPCAQU,39.0,1.862745098039216,0.7647058823529411,1.477124183006536,24.326797385620917
CDMS-XX-6B-SPUCA,38.98089171974522,2.8089171974522293,0.0445859872611464,0.286624203821656,25.770700636942674
CSO-10-4A-KCOMO,38.493506493506494,0.9090909090909092,0.2467532467532467,1.0,26.233766233766232
CSO-10-4A-LRAVI,39.0,0.7857142857142857,0.0,0.0,25.642857142857142
CSO-10-4A-LSCAVA,39.0,1.3209876543209875,0.2407407407407407,1.7839506172839503,25.796296296296298
CSO-10-5A-ACAVA,38.0,1.0483870967741935,1.7258064516129032,1.3709677419354838,22.774193548387096
CSO-10-5A-ARACA,39.0,3.4375,1.0390625,3.4609375,23.34375
CSO-10-5A-DABRZA,38.7515923566879,4.707006369426751,2.261146496815287,4.203821656050955,22.343949044585987
CSO-10-5A-GZAMA,38.96551724137931,5.068965517241379,0.1896551724137931,1.293103448275862,23.5
CSO-10-5A-IPECA,39.0,0.780952380952381,0.6,0.819047619047619,27.866666666666667
CSO-10-5A-JANORO,38.92142857142857,2.5285714285714285,0.0,1.6357142857142857,26.192857142857143
CSO-10-5A-JBUVE,39.0,0.5222222222222223,1.8444444444444448,0.3777777777777777,27.2
CSO-10-5A-JJSEMO,38.0,4.863636363636363,1.818181818181818,1.0,18.318181818181817
CSO-10-5A-JLCARI,38.926829268292686,1.7926829268292683,0.573170731707317,1.0731707317073171,24.463414634146343
CSO-10-5A-MAARAN,39.0,1.878787878787879,0.0909090909090909,3.257575757575758,26.13636363636364
CSO-10-5A-RVMOIB,38.77456647398844,1.832369942196532,0.2890173410404624,1.1502890173410405,23.95953757225433
CSO-10-5A-SVHEES,38.75471698113208,1.1320754716981132,2.1823899371069184,0.6540880503144654,24.251572327044027
CSO-11-5A-MDVOSPE,39.0,2.9,0.1666666666666666,3.083333333333333,24.95833333333333
CSO-11-5A-MTAGA,37.55128205128205,0.4743589743589743,1.205128205128205,1.3333333333333333,22.705128205128204
CSO-11-6A-CAPAMU,38.79347826086956,1.6141304347826086,0.4239130434782608,1.7608695652173914,24.18478260869565
CSO-11-6A-DSCACH,39.0,1.2424242424242424,0.1969696969696969,0.2575757575757575,27.196969696969692
CSO-11-6A-EROMO,38.75,2.0694444444444446,0.2708333333333333,0.2916666666666667,25.14583333333333
CSO-11-6A-FSOVRE,38.10655737704918,2.278688524590164,0.639344262295082,1.352459016393443,20.237704918032787
CSO-11-6B-ANREVA,39.0,0.8461538461538461,1.0,0.141025641025641,26.615384615384617
CSO-11-6B-DISEMO,36.0,1.0,1.0,0.0,14.0
CSO-11-6B-LHFDLACH,39.0,2.328358208955224,0.582089552238806,1.1343283582089552,23.544776119402982
CSO-11-6B-RJGIHE,39.0,1.0256410256410255,3.230769230769231,1.051282051282051,25.666666666666668
CSO-11-6B-SFLVA,39.0,2.1142857142857143,0.0,0.3428571428571428,26.8
CSO-11-6B-VCOMA,39.0,2.234567901234568,0.4814814814814814,1.1111111111111112,25.185185185185187
CSO-12-6A-DGISE,37.0,2.7,1.3,1.0,22.4
CSO-12-6A-FJOVRE,38.72093023255814,2.627906976744186,2.883720930232558,1.627906976744186,21.11627906976744
CSO-12-6B-GQULO,39.0,1.2446043165467626,0.9712230215827338,1.539568345323741,21.73381294964029
CSO-12-6B-LJHEFE,38.90476190476191,1.8888888888888888,1.0952380952380951,1.3597883597883598,22.544973544973544
CSO-12-7A-DALRE,39.0,9.041666666666666,0.0,9.75,16.708333333333332
CSO-12-7A-ESALA,39.0,1.7432432432432432,0.3918918918918919,0.2027027027027027,28.2027027027027
CSO-12-7A-IMERO,39.0,1.944,1.248,1.952,25.312
CSO-12-7A-JHEZA,39.0,3.298342541436464,0.430939226519337,4.933701657458563,24.502762430939228
CSO-12-7A-LSARAR,38.475,1.45,1.475,0.0,20.9
CSO-12-7A-SCAHO,38.84177215189873,2.3417721518987342,0.3417721518987341,1.240506329113924,24.66455696202532
CSO-12-7B-DVAGRO,39.0,1.9245283018867925,1.7264150943396226,2.1132075471698117,25.38679245283019
CSO-12-7B-SMUGU,38.85915492957746,2.76056338028169,0.8732394366197183,0.380281690140845,25.225352112676056
CSO-12-7B-SSARA,39.0,1.9180327868852456,0.1366120218579235,1.3169398907103824,25.12568306010929
CSO-12-7B-VHOMA,39.0,1.263157894736842,0.2631578947368421,1.431578947368421,26.51578947368421
CSO-12-8A-YTOME,39.0,1.297872340425532,0.7978723404255319,2.117021276595745,25.47872340425532
CSO-13-6A-ANASA,38.76219512195122,0.9634146341463414,0.1707317073170731,1.1768292682926829,25.963414634146343
CSO-13-6B-JETAVE,38.576388888888886,4.111111111111111,0.2291666666666666,1.5555555555555556,23.51388888888889
CSO-13-6B-LFMIES,37.833333333333336,0.1666666666666666,0.0,0.25,21.166666666666668
CSO-13-6B-LJMAHU,37.935483870967744,1.7096774193548387,2.0,0.0,20.29032258064516
CSO-13-7A-CAPAMU,38.675,1.2,0.375,1.5083333333333333,25.73333333333333
CSO-13-7A-CDDITR,39.0,1.037037037037037,0.0,1.5555555555555556,25.685185185185187
CSO-13-7A-JJATFL,38.5,2.772727272727273,0.0,1.4090909090909092,24.545454545454547
CSO-13-7A-RXCHLU,39.0,4.631578947368421,0.0,0.1789473684210526,22.91578947368421
CSO-13-7A-YAMEZA,39.0,1.8288288288288288,0.2102102102102102,1.864864864864865,25.48048048048048
CSO-13-8A-KIGAGU,39.0,1.4074074074074074,2.271604938271605,1.9259259259259256,26.160493827160494
CSO-13-8A-MBUAN,37.0,0.0,0.0,3.0,11.0
CSO-13-8A-MGAAN,38.66666666666666,1.6282051282051282,0.6538461538461539,0.8162393162393162,26.17521367521368
CSO-13-8A-MGAHE,39.0,2.3707865168539324,0.2191011235955056,1.7640449438202248,25.09550561797753
CSO-13-8A-MJAGA,39.0,1.6319444444444444,1.6805555555555556,2.7291666666666665,24.416666666666668
CSO-13-8A-VHODU,38.74015748031496,4.322834645669292,0.2519685039370078,1.6299212598425197,24.88976377952756
CSO-13-8B-FCJISA,38.80645161290322,1.3548387096774193,0.0,0.2419354838709677,26.91935483870968
CSO-13-8B-JEMABE,38.58064516129032,2.2580645161290325,0.2258064516129032,3.6774193548387095,19.61290322580645
CSO-13-9B-DMLLLU,37.06896551724138,0.896551724137931,3.2413793103448274,0.8620689655172413,22.55172413793104
CSO-14-7B-EVEGO,39.0,1.7074829931972788,0.2653061224489796,1.510204081632653,25.428571428571427
CSO-14-8A-AQUMA,38.61290322580645,2.139784946236559,0.5268817204301075,1.8494623655913975,22.301075268817204
CSO-14-8A-SZARA,38.66101694915254,1.4067796610169492,0.0,2.067796610169492,24.016949152542374
CSO-14-8B-JLLORA,39.0,1.4285714285714286,1.3492063492063493,1.2698412698412698,24.65079365079365
CSO-14-9A-AEDCAGO,38.535714285714285,0.9857142857142858,0.2785714285714286,0.1428571428571428,25.9
CSO-14-9A-HASACA,38.85436893203884,3.0097087378640777,0.4466019417475728,0.5436893203883495,25.135922330097088
CSO-14-9A-JSMAAL,39.0,0.8591549295774648,0.5492957746478874,0.9295774647887324,24.943661971830984
CSO-14-9A-MARJA,39.0,1.6511627906976745,0.5930232558139535,1.337209302325581,26.569767441860463
CSO-14-9A-SORZU,38.59036144578313,3.0963855421686746,1.4939759036144578,3.036144578313253,21.397590361445783
CSO-14-9B-ERAGA,39.0,1.9240506329113924,1.2278481012658229,3.430379746835443,25.481012658227847
CSO-14-9B-MFEGA,39.0,1.8703703703703705,0.9351851851851852,0.6666666666666666,25.49074074074074
CSO-15-10A-LJRAGU,38.43478260869565,0.5403726708074534,0.391304347826087,1.2670807453416149,23.52173913043478
CSO-15-10A-MAARLO,38.19642857142857,1.7321428571428572,1.7678571428571428,1.6071428571428572,20.625
CSO-15-10A-SFEGA,38.11111111111112,1.2222222222222223,1.5555555555555556,0.0,28.444444444444443
CSO-15-10B-MEBUAR,39.0,4.377777777777778,0.3555555555555555,6.477777777777778,23.1
CSO-15-10B-YVBUAN,39.0,1.4047619047619049,1.5238095238095235,0.3333333333333333,26.452380952380956
CSO-15-10C-SSCAMO,39.0,2.8617511520737327,1.0737327188940091,3.751152073732719,24.94930875576037
CSO-15-11C-JETALO,39.0,2.291208791208791,0.5824175824175825,3.505494505494505,24.296703296703296
CSO-15-7B-JCRAGA,39.0,0.0,1.0714285714285714,0.8571428571428571,27.071428571428573
CSO-15-8A-VBMABR,39.0,2.670886075949367,0.6582278481012658,0.7974683544303798,25.21518987341772
CSO-15-8B-KEPOGO,39.0,1.6153846153846154,0.25,1.2243589743589745,26.82051282051282
CSO-15-9B-ALRIHE,39.0,1.4071428571428573,0.5428571428571428,0.75,26.814285714285717
CSO-15-9B-AMSAGO,39.0,2.6451612903225805,0.0,0.0,25.258064516129032
CSO-15-9B-JCAPA,38.78947368421053,2.780701754385965,0.6842105263157895,2.956140350877193,24.087719298245613
CSO-15-9B-KSBEJA,38.31460674157304,2.269662921348315,0.4943820224719101,2.662921348314607,24.8876404494382
CSO-15-9B-RMCHLU,39.0,1.686046511627907,0.0,0.3953488372093023,26.430232558139537
CSO-16-10A-MSACO,39.0,3.0,0.0,4.0,21.75
CSO-16-10A-YKMUJO,39.0,0.9,0.0,0.0,25.5
CSO-16-10B-JESUGU,38.83928571428572,0.75,0.875,0.8214285714285714,27.0
CSO-16-10B-LTVIFA,39.0,0.7894736842105263,0.0,1.973684210526316,28.36842105263158
CSO-16-10B-VVILI,39.0,0.7339449541284404,0.5504587155963303,0.0,27.522935779816518
CSO-16-10C-ACALGU,38.53459119496856,2.0628930817610063,0.2452830188679245,2.207547169811321,24.59748427672956
CSO-16-10C-MAVAVE,39.0,1.2641509433962264,0.0,0.6132075471698113,26.88679245283019
CSO-16-11A-JAVABO,39.0,0.8545454545454545,0.2545454545454545,1.818181818181818,25.963636363636365
CSO-16-11A-JDMUVA,39.0,0.5073529411764706,0.3602941176470588,0.1102941176470588,28.53676470588235
CSO-16-11A-VZAOR,39.0,2.919642857142857,0.2946428571428571,2.383928571428572,25.607142857142858
CSO-16-11B-KRORE,39.0,1.7641509433962264,0.1886792452830188,2.19811320754717,26.18867924528302
CSO-16-11B-LLOZA,38.81944444444444,0.9305555555555556,0.0,1.25,26.61111111111111
CSO-16-11B-YAROMO,38.82819383259912,2.5330396475770924,0.2599118942731278,1.092511013215859,25.07488986784141
CSO-16-9A-JALEMO,39.0,1.914438502673797,0.5508021390374331,1.267379679144385,27.22459893048128
CSO-16-9A-JPROSO,39.0,1.5740740740740742,0.7407407407407407,1.2592592592592593,25.77777777777778
CSO-16-9A-JSMAGU,39.0,3.0350877192982457,0.3684210526315789,1.2280701754385963,25.68421052631579
CSO-16-9B-SJPAJI,38.785714285714285,1.1428571428571428,1.5,2.0,22.428571428571427
CSO-17-10A-YVGOCA,38.770833333333336,0.8125,0.7708333333333334,0.0208333333333333,28.1875
CSO-17-10B-EHECO,38.45070422535211,1.4788732394366195,0.0,1.4788732394366195,25.309859154929576
CSO-17-10B-YCQUVE,37.95302013422819,1.3154362416107384,0.8053691275167785,0.7449664429530202,23.08724832214765
CSO-17-11A-DJAPA,38.11764705882353,1.2647058823529411,0.7647058823529411,2.323529411764706,21.0
CSO-17-11A-JDAMO,39.0,1.696969696969697,0.0,0.2727272727272727,25.87878787878788
CSO-17-11A-NPAHE,39.0,2.152,0.704,1.288,24.368
CSO-17-11A-RLPAIG,39.0,1.7926829268292683,0.9878048780487804,2.6951219512195124,25.463414634146343
CSO-17-11A-SPUVA,39.0,4.055555555555555,2.574074074074074,4.314814814814815,22.51851851851852
CSO-17-11B-CDBEBU,37.81967213114754,2.8852459016393444,0.0,1.180327868852459,20.83606557377049
CSO-17-11C-JDAAG,39.0,1.6666666666666667,0.0,0.8166666666666667,26.891666666666666
CSO-17-11C-MAPAMA,38.86861313868613,1.3065693430656935,0.5693430656934306,0.978102189781022,26.46715328467153
CSO-17-11C-MCAAG,39.0,0.7287234042553191,0.2074468085106383,0.8457446808510638,26.180851063829788
CSO-17-11C-SARJA,39.0,1.7156862745098038,0.0,0.9215686274509804,25.53921568627451
CSO-18-11A-ADBAHO,39.0,0.9,0.4333333333333333,1.3222222222222222,26.633333333333333
CSO-18-11B-YLLRE,39.0,1.3108108108108107,0.1756756756756756,1.8108108108108107,25.81981981981982
CSO-18-9B-MAMOLO,38.88145896656535,4.349544072948328,1.878419452887538,3.398176291793313,21.80851063829787
CSO-8-3A-DAPAVA,38.61194029850746,1.8308457711442787,1.4776119402985075,3.711442786069652,23.427860696517413
CSO-8-3A-KVPECO,35.76923076923077,2.6923076923076925,1.0,0.0,7.076923076923077
CSO-8-4A-ARAGR,38.588235294117645,3.647058823529412,0.0,0.4313725490196078,24.235294117647054
CSO-9-2A-EXMOCO,38.14678899082569,1.981651376146789,0.7706422018348624,0.4495412844036697,25.29357798165137
CSO-9-4A-AGAPE,39.0,1.8507462686567164,0.582089552238806,0.5447761194029851,26.94776119402985
CSO-9-4A-DKVIMO,39.0,1.1428571428571428,0.5102040816326531,1.8571428571428568,24.59183673469388
CSO-9-4A-DSMOMU,39.0,1.1711711711711712,0.4954954954954955,1.3603603603603605,25.513513513513512
CSO-9-4A-DVGATO,39.0,2.2028985507246377,1.2318840579710144,1.2173913043478262,21.92753623188406
CSO-9-4A-FAGIGA,39.0,2.9740259740259742,0.6103896103896104,1.5714285714285714,23.818181818181817
CSO-9-4A-GSBRCO,39.0,3.0,1.627906976744186,2.604651162790698,26.13953488372093
CSO-9-4A-KEMOCO,38.47619047619048,2.0476190476190474,1.0476190476190477,1.761904761904762,22.0
CSO-9-4A-LCOMO,39.0,9.45945945945946,3.324324324324324,3.4054054054054053,15.783783783783784
CSO-9-4A-MLORO,38.71875,2.1875,1.15625,2.9375,22.625
CSO-9-4A-MPAME,39.0,0.8571428571428571,3.6666666666666665,0.0,20.142857142857142
CSO-9-4A-NSARPA,38.35,1.75,0.0,2.275,22.775
CSO-9-4A-SLOCA,39.0,3.62,3.46,1.14,21.86
