feature,selected,ranking
edges_T2W40,True,1
l1_T2W40,True,1
l3_T2W40,True,1
lsc_T2W40,True,1
re_T2W40,True,1
l2_T2W40,False,2
pe_T2W40,False,2
lcc_T2W40,False,3
nodes_T2W40,False,3
asp_T2W40,False,4
diameter_T2W40,False,4
atd_T2W40,False,5
density_T2W40,False,5
