feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
diameter_T6W30,0.21323639491804527,0.5664704805345347,1.0,9,0.0225
asp_T6W30,-0.1935359464402539,0.5321767043089459,1.0,10,0.025
lcc_T6W30,0.05309077918327168,0.2219256697026774,1.0,387,0.9675
re_T6W30,-0.050970448438545805,0.05078571361393005,1.0,372,0.93
edges_T6W30,0.04855181099753808,0.05726507272324666,1.0,175,0.4375
pe_T6W30,-0.038691829543849296,0.02916843785493987,1.0,14,0.035
lsc_T6W30,0.0355633609538331,0.03684860185639312,1.0,211,0.5275
l3_T6W30,-0.030980765192276064,0.02578029717121684,1.0,239,0.5975
l1_T6W30,-0.03062363386840617,0.026394006862495108,1.0,9,0.0225
atd_T6W30,0.021265672145975224,0.14512233574993919,1.0,149,0.3725
density_T6W30,0.017228493732302334,0.09911505847864867,1.0,116,0.29
l2_T6W30,0.010701470128078384,0.006641475129930047,1.0,8,0.02
nodes_T6W30,-0.0012221957655552678,0.20642687848999963,1.0,301,0.7525
