feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
z_lsc_T2W40,0.027751005529986966,0.030070246529830598,1.0,400,1.0
z_l3_T2W40,-0.019917413933717636,0.014525710516404706,1.0,400,1.0
z_l1_T2W40,0.01584017931734824,0.018024753252906995,1.0,400,1.0
z_asp_T2W40,-0.01192412825265992,0.015126938141083283,1.0,400,1.0
z_diameter_T2W40,-0.00867743177314924,0.02152586512062464,1.0,400,1.0
z_pe_T2W40,-0.003049955575618053,0.015123737000198593,1.0,400,1.0
z_l2_T2W40,-0.0028927094825906908,0.012124087564592764,1.0,400,1.0
z_atd_T2W40,-0.002585695338921111,0.01279196872478152,1.0,400,1.0
z_density_T2W40,-0.0015528572063806694,0.010103082659803156,1.0,400,1.0
z_re_T2W40,0.0002149160555613365,0.020392140374251112,1.0,400,1.0
z_lcc_T2W40,8.869783783087867e-19,3.437192933186186e-17,0.0,400,1.0
z_edges_T2W40,0.0,0.0,0.0,400,1.0
z_nodes_T2W40,0.0,0.0,0.0,400,1.0
