feature,type,task,window_tag,n,r_MOT,p_MOT,r_partial_MOT,p_partial_MOT,r_COG,p_COG,r_partial_COG,p_partial_COG,abs_r_MOT,abs_r_partial_MOT,abs_r_COG,abs_r_partial_COG
atd,raw,2,T2W20,237,0.05490486425035431,0.4001151405461556,0.06110545743385571,0.3499896631438922,0.02228745640112442,0.7328481107240006,0.056330770100868316,0.388985165607028,0.05490486425035431,0.06110545743385571,0.02228745640112442,0.056330770100868316
density,raw,2,T2W20,237,0.021017556411021286,0.7475390383964527,0.02554600596645769,0.696222151492796,0.009321567887725684,0.8864891311727046,0.036267805520098104,0.5793182809576249,0.021017556411021286,0.02554600596645769,0.009321567887725684,0.036267805520098104
diameter,raw,2,T2W20,237,-0.07990072023941432,0.22038206481451678,-0.0868623602995082,0.1835727588352412,-0.013175977209262129,0.8400903552826644,-0.04864843601715154,0.45698302121738194,0.07990072023941432,0.0868623602995082,0.013175977209262129,0.04864843601715154
asp,raw,2,T2W20,237,-0.07442783686713846,0.25373357095777055,-0.08119662645155247,0.21394288636411035,-0.010011970007007247,0.8781449455525007,-0.044907403980970984,0.49235743822786526,0.07442783686713846,0.08119662645155247,0.010011970007007247,0.044907403980970984
cc,raw,2,T2W20,237,-0.09848287328418452,0.13058830552088155,-0.098135071946611,0.13278602226979896,-0.06195022873953221,0.34232484249838735,-0.060650044306820874,0.35359907184019573,0.09848287328418452,0.098135071946611,0.06195022873953221,0.060650044306820874
nodes,raw,2,T2W30,230,-0.07515923421017731,0.25627380737054145,-0.0879951893427599,0.18454266802337604,0.04082292459640936,0.5378984900989073,-0.004658926324832526,0.9441005994131872,0.07515923421017731,0.0879951893427599,0.04082292459640936,0.004658926324832526
edges,raw,2,T2W30,230,-0.008901270822776657,0.8931957103515163,-0.013426538156901499,0.8398560269130229,0.19446828163328686,0.003061307045153706,0.17928701556661733,0.00652157815238238,0.008901270822776657,0.013426538156901499,0.19446828163328686,0.17928701556661733
re,raw,2,T2W30,230,0.012330425040022526,0.8524538820870194,0.021524644046279677,0.7459516279548749,-0.05121241582148935,0.4395516983246958,-0.013374214554198642,0.840471767917878,0.012330425040022526,0.021524644046279677,0.05121241582148935,0.013374214554198642
pe,raw,2,T2W30,230,0.1322422949885898,0.04513073258761378,0.13903529948893775,0.0354923856741163,0.026850517690225867,0.6854314482489828,0.05262515930329693,0.4280373604568581,0.1322422949885898,0.13903529948893775,0.026850517690225867,0.05262515930329693
l1,raw,2,T2W30,230,0.0017172111483759484,0.9793363636688657,0.012609987795615717,0.8494760057136773,-0.04598819540909781,0.48767415844519885,0.0001297906205641663,0.9984414608061355,0.0017172111483759484,0.012609987795615717,0.04598819540909781,0.0001297906205641663
l2,raw,2,T2W30,230,0.13751649215145084,0.03715203525851396,0.1466058251767511,0.02652699888793949,0.017541390576330966,0.7913181700739895,0.05010903796025082,0.45048182638054235,0.13751649215145084,0.1466058251767511,0.017541390576330966,0.05010903796025082
l3,raw,2,T2W30,230,-0.040983307747106755,0.5363010849601008,-0.04214840580302869,0.5256809290739509,-0.046867396393517446,0.4793829103686141,-0.052755287899716424,0.4268944402252527,0.040983307747106755,0.04214840580302869,0.046867396393517446,0.052755287899716424
lcc,raw,2,T2W30,230,-0.06277746657082221,0.3432234384441819,-0.07717505423766624,0.24474217978234947,0.0694599521033145,0.2942055791277769,0.019564915362783118,0.7683919812783856,0.06277746657082221,0.07717505423766624,0.0694599521033145,0.019564915362783118
lsc,raw,2,T2W30,230,0.026630217065476688,0.6878768102264986,0.020534002360337776,0.7572697992198391,0.1464082834214766,0.026400334245027218,0.12223250621493156,0.06481655349621283,0.026630217065476688,0.020534002360337776,0.1464082834214766,0.12223250621493156
atd,raw,2,T2W30,230,0.06869304149989172,0.29958146464289187,0.0783418068182838,0.23766037022238773,0.003498893511211183,0.9579116613192022,0.04098231989765394,0.5372079650771475,0.06869304149989172,0.0783418068182838,0.003498893511211183,0.04098231989765394
density,raw,2,T2W30,230,0.03103070494657919,0.6396754249225252,0.038581406827254895,0.5613321123058519,-0.0042497247491541925,0.948891076742029,0.027404738119401736,0.6799604991045702,0.03103070494657919,0.038581406827254895,0.0042497247491541925,0.027404738119401736
diameter,raw,2,T2W30,230,-0.07222225649343732,0.2753775690678295,-0.08215233533234993,0.21553744471299424,-0.014752670020334889,0.823902547902667,-0.0534044166772795,0.42121959154678723,0.07222225649343732,0.08215233533234993,0.014752670020334889,0.0534044166772795
asp,raw,2,T2W30,230,-0.0764644153753223,0.24808475540071617,-0.08640032919031244,0.1926577869088732,-0.012880794066066133,0.8459483125004176,-0.05120118120550797,0.44065928041113056,0.0764644153753223,0.08640032919031244,0.012880794066066133,0.05120118120550797
cc,raw,2,T2W30,230,-0.06119045902593572,0.3555857007824439,-0.06006546036599679,0.36557212082630425,-0.03523840236076617,0.5949543872307184,-0.03054370649273518,0.6456683179566048,0.06119045902593572,0.06006546036599679,0.03523840236076617,0.03054370649273518
nodes,raw,2,T2W40,222,-0.08214348878277422,0.2228205235327144,-0.10081024226517325,0.13518562163003017,0.05373485531594758,0.4256326491723888,-0.0005707944681751004,0.9932680483400596,0.08214348878277422,0.10081024226517325,0.05373485531594758,0.0005707944681751004
edges,raw,2,T2W40,222,-0.018094730112616673,0.7886182170854219,-0.02416709584792158,0.7208788140707985,0.19992561483784319,0.002769053514441558,0.18366512468496618,0.0061771416284242325,0.018094730112616673,0.02416709584792158,0.19992561483784319,0.18366512468496618
re,raw,2,T2W40,222,0.04748444053926925,0.4814917020866842,0.06212769254004942,0.35796727205596546,-0.059213786806654886,0.37991350781992284,-0.013083406370024912,0.8466424918153374,0.04748444053926925,0.06212769254004942,0.059213786806654886,0.013083406370024912
pe,raw,2,T2W40,222,0.12129987513085844,0.07126409597824865,0.1282978801581594,0.05686505820852566,0.007056911301742997,0.9167302443210059,0.02977755348626898,0.6597470326887527,0.12129987513085844,0.1282978801581594,0.007056911301742997,0.02977755348626898
l1,raw,2,T2W40,222,-0.005339212233841006,0.9369499509606612,0.009917724345741822,0.8834437471730446,-0.04606269450402012,0.49472894508229537,0.008079378057999046,0.9049351571979344,0.005339212233841006,0.009917724345741822,0.04606269450402012,0.008079378057999046
l2,raw,2,T2W40,222,0.12191135565211889,0.06983919733238753,0.1317795122055078,0.05040929558706777,-0.010195039565904373,0.8799370144373598,0.02035966390430272,0.7634274803554751,0.12191135565211889,0.1317795122055078,0.010195039565904373,0.02035966390430272
l3,raw,2,T2W40,222,-0.039848684609922594,0.5547784770561219,-0.041491597901380815,0.5394906848713246,-0.0266735608990498,0.6926555449992945,-0.03303005533567943,0.6252836750956332,0.039848684609922594,0.041491597901380815,0.0266735608990498,0.03303005533567943
lcc,raw,2,T2W40,222,-0.08575255753060824,0.20308288576095507,-0.10521610418343366,0.11885165237774035,0.0593725661716402,0.3786349126960948,0.0037696514117376055,0.9555630352508614,0.08575255753060824,0.10521610418343366,0.0593725661716402,0.0037696514117376055
lsc,raw,2,T2W40,222,-0.1072947351350123,0.11088313907806932,-0.1269543722363055,0.059532403161205484,0.11993092744130233,0.0745399486200578,0.06938572926951017,0.3044761744909036,0.1072947351350123,0.1269543722363055,0.11993092744130233,0.06938572926951017
atd,raw,2,T2W40,222,0.08660100805294593,0.19863226255101302,0.10247863248319856,0.12880870178658457,-0.013188765198476912,0.8450740767008582,0.03563171758722587,0.5982859332615381,0.08660100805294593,0.10247863248319856,0.013188765198476912,0.03563171758722587
density,raw,2,T2W40,222,0.04755483227165649,0.4808413272229998,0.0590918123845226,0.38198455742713616,-0.02598610328117592,0.7001903711461633,0.012205942061075111,0.8568133646479056,0.04755483227165649,0.0590918123845226,0.02598610328117592,0.012205942061075111
diameter,raw,2,T2W40,222,-0.05715789790737427,0.39670594223726213,-0.06598400143474083,0.3288541143403281,-0.008019010783038268,0.9054274872605461,-0.03832573167399361,0.5708974763578684,0.05715789790737427,0.06598400143474083,0.008019010783038268,0.03832573167399361
asp,raw,2,T2W40,222,-0.0657325413442966,0.3296005952392418,-0.0750063266403165,0.2668737970152548,-0.0036381653452331212,0.9570135580289534,-0.034912177313309915,0.6057000566640869,0.0657325413442966,0.0750063266403165,0.0036381653452331212,0.034912177313309915
cc,raw,2,T2W40,222,-0.05354659672611233,0.4272582319534098,-0.049842117198982176,0.46099294107619837,-0.01737760192894621,0.7968096376348859,-0.003412396072172698,0.959770659307984,0.05354659672611233,0.049842117198982176,0.01737760192894621,0.003412396072172698
