number,value,datetime_start,datetime_complete,duration,params_et_max_depth,params_et_max_features,params_et_min_samples_leaf,params_et_min_samples_split,params_et_n_estimators,params_regressor,params_rfe_n_features,params_use_scaler,user_attrs_d2mae_ci_lower_val,user_attrs_d2mae_ci_upper_val,user_attrs_d2mae_df_val,user_attrs_d2mae_mean_val,user_attrs_d2mae_samperror_val,user_attrs_d2mae_std_val,user_attrs_d2mae_t_critical_val,user_attrs_mae_ci_lower_val,user_attrs_mae_ci_upper_val,user_attrs_mae_df_val,user_attrs_mae_mean_val,user_attrs_mae_samperror_val,user_attrs_mae_std_val,user_attrs_mae_t_critical_val,user_attrs_mape_ci_lower_val,user_attrs_mape_ci_upper_val,user_attrs_mape_df_val,user_attrs_mape_mean_val,user_attrs_mape_samperror_val,user_attrs_mape_std_val,user_attrs_mape_t_critical_val,user_attrs_max_error_ci_lower_val,user_attrs_max_error_ci_upper_val,user_attrs_max_error_df_val,user_attrs_max_error_mean_val,user_attrs_max_error_samperror_val,user_attrs_max_error_std_val,user_attrs_max_error_t_critical_val,user_attrs_median_ae_ci_lower_val,user_attrs_median_ae_ci_upper_val,user_attrs_median_ae_df_val,user_attrs_median_ae_mean_val,user_attrs_median_ae_samperror_val,user_attrs_median_ae_std_val,user_attrs_median_ae_t_critical_val,user_attrs_n_splits_val,user_attrs_r2_below_zero_val,user_attrs_r2_ci_lower_val,user_attrs_r2_ci_upper_val,user_attrs_r2_df_val,user_attrs_r2_mean_val,user_attrs_r2_samperror_val,user_attrs_r2_std_val,user_attrs_r2_t_critical_val,user_attrs_regressor_final,user_attrs_rfe_estimator,user_attrs_rfe_n_features,user_attrs_rfe_selected_features,user_attrs_rho_ci_lower_val,user_attrs_rho_ci_upper_val,user_attrs_rho_df_val,user_attrs_rho_mean_val,user_attrs_rho_samperror_val,user_attrs_rho_std_val,user_attrs_rho_t_critical_val,user_attrs_rmse_ci_lower_val,user_attrs_rmse_ci_upper_val,user_attrs_rmse_df_val,user_attrs_rmse_mean_val,user_attrs_rmse_samperror_val,user_attrs_rmse_std_val,user_attrs_rmse_t_critical_val,user_attrs_termination_reason,user_attrs_trial_time_seconds,user_attrs_use_scaler_final,state
0,3.022732102943296,2026-06-14 07:40:34.675854,2026-06-14 07:41:57.709089,0 days 00:01:23.033235,13,log2,1,3,380,ExtraTreesRegressor,10,False,-0.07622827558597824,-0.06927737780992262,598.0,-0.07275282669795043,0.0034754488880278135,0.043310813908122574,1.9639388980555033,3.009698624435546,3.035765581451046,598.0,3.022732102943296,0.01303347850774977,0.16242234612317735,1.9639388980555033,928557501090119.5,1020529255625694.5,598.0,974543378357907.0,45985877267787.45,573072957455321.2,1.9639388980555033,8.861089146879149,9.055674584957341,598.0,8.958381865918245,0.09729271903909621,1.2124554222141757,1.9639388980555033,2.735632277786119,2.777310142267552,598.0,2.7564712100268354,0.0208389322407165,0.2596933936881494,1.9639388980555033,599.0,0.9849749582637729,-0.14952362250792003,-0.13656610198291327,598.0,-0.14304486224541665,0.006478760262503383,0.08073788138597934,1.9639388980555033,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",10,"['nodes_T6W30', 're_T6W30', 'pe_T6W30', 'l1_T6W30', 'l2_T6W30', 'l3_T6W30', 'lcc_T6W30', 'atd_T6W30', 'density_T6W30', 'asp_T6W30']",-0.06070089532410773,-0.0425930182045398,598.0,-0.051646956764323765,0.009053938559783967,0.11282958280560405,1.9639388980555033,3.66740341317769,3.7006829144060176,598.0,3.684043163791854,0.016639750614163642,0.2073634703160803,1.9639388980555033,completed,83.02134799957275,False,COMPLETE
1,2.8799498702735935,2026-06-14 07:41:57.737566,2026-06-14 07:43:14.518296,0 days 00:01:16.780730,6,log2,1,4,425,ExtraTreesRegressor,5,False,-0.02457144556935536,-0.019414406915980155,598.0,-0.021992926242667757,0.0025785193266876024,0.03213333710686138,1.9639388980555033,2.8685733833828775,2.8913263571643095,598.0,2.8799498702735935,0.011376486890715864,0.14177302631303942,1.9639388980555033,900682530893081.0,988852267321962.8,598.0,944767399107521.9,44084868214440.85,549382708512004.8,1.9639388980555033,8.586715221992296,8.780797257629995,598.0,8.683756239811146,0.09704101781884895,1.2093187382744035,1.9639388980555033,2.5521681783445076,2.5865380920133334,598.0,2.5693531351789205,0.017184956834413095,0.2141577941308019,1.9639388980555033,599.0,0.7429048414023373,-0.05130963421733304,-0.04125186827052774,598.0,-0.04628075124393039,0.00502888297340265,0.06266960661601456,1.9639388980555033,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",5,"['nodes_T6W30', 'l3_T6W30', 'atd_T6W30', 'density_T6W30', 'asp_T6W30']",0.031791182444467034,0.05057643053607325,598.0,0.04118380649027014,0.009392624045803105,0.11705025890557136,1.9639388980555033,3.5099519397802976,3.54169936295651,598.0,3.525825651368404,0.015873711588106146,0.19781714269830808,1.9639388980555033,completed,76.77198505401611,False,COMPLETE
2,2.8427675114016315,2026-06-14 07:43:14.544299,2026-06-14 07:43:49.930704,0 days 00:00:35.386405,8,,4,7,181,ExtraTreesRegressor,2,True,-0.011169079735379605,-0.006381984003186245,598.0,-0.008775531869282925,0.0023935478660966803,0.029828235013268763,1.9639388980555033,2.831686316747609,2.853848706055654,598.0,2.8427675114016315,0.01108119465402237,0.13809311401278898,1.9639388980555033,915580390639435.5,1006478579345043.0,598.0,961029484992239.2,45449094352803.79,566383604313054.2,1.9639388980555033,8.464391015780542,8.662751476633225,598.0,8.563571246206884,0.09918023042634135,1.2359774641363133,1.9639388980555033,2.554780210578857,2.5879642739780313,598.0,2.571372242278444,0.016592031699587326,0.206768800362443,1.9639388980555033,599.0,0.659432387312187,-0.030247526473218912,-0.021330087414657785,598.0,-0.02578880694393835,0.004458719529280562,0.05556426752998961,1.9639388980555033,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",2,"['atd_T6W30', 'density_T6W30']",0.06573914656353669,0.08483562127972005,598.0,0.07528738392162837,0.009548237358091682,0.11898950169903441,1.9639388980555033,3.4760087321295505,3.507071486356916,598.0,3.491540109243233,0.015531377113682611,0.19355099314647095,1.9639388980555033,completed,35.37749695777893,True,COMPLETE
3,2.9245787666517944,2026-06-14 07:43:49.956613,2026-06-14 07:44:10.380988,0 days 00:00:20.424375,20,,5,12,79,ExtraTreesRegressor,7,True,-0.04082758928775959,-0.03493518601049257,598.0,-0.03788138764912608,0.0029462016386335122,0.036715369731439615,1.9639388980555033,2.912636637440276,2.9365208958633127,598.0,2.9245787666517944,0.011942129211518307,0.14882202345963108,1.9639388980555033,927284356469746.6,1018890942052218.9,598.0,973087649260982.8,45803292791236.07,570797601798770.0,1.9639388980555033,8.592366490355191,8.784374585208203,598.0,8.688370537781697,0.0960040474265065,1.1963960819103037,1.9639388980555033,2.6392577986983325,2.6790423891001542,598.0,2.6591500938992434,0.019892295200910733,0.24789646558174033,1.9639388980555033,599.0,0.8764607679465777,-0.07726019967411274,-0.06668486421592107,598.0,-0.0719725319450169,0.005287667729095837,0.06589456510546218,1.9639388980555033,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",7,"['nodes_T6W30', 're_T6W30', 'l1_T6W30', 'l2_T6W30', 'atd_T6W30', 'density_T6W30', 'asp_T6W30']",-0.0013443067454753897,0.017409324510698578,598.0,0.008032508882611594,0.009376815628086984,0.11685325545078215,1.9639388980555033,3.552646137272875,3.58447829059247,598.0,3.5685622139326725,0.01591607665979751,0.1983450934164296,1.9639388980555033,completed,20.4161958694458,True,COMPLETE
4,2.903107758127582,2026-06-14 07:44:10.395017,2026-06-14 07:44:27.428277,0 days 00:00:17.033260,19,,4,4,65,ExtraTreesRegressor,4,False,-0.033389746073036526,-0.027149462037305557,598.0,-0.03026960405517104,0.003120142017865484,0.038883003219584274,1.9639388980555033,2.890902807206848,2.9153127090483157,598.0,2.903107758127582,0.012204950920733959,0.1520972901965599,1.9639388980555033,924760647586841.2,1016372116804207.5,598.0,970566382195524.4,45805734608683.19,570828031566105.6,1.9639388980555033,8.60111629504785,8.782319658076277,598.0,8.691717976562064,0.0906016815142128,1.1290721556408216,1.9639388980555033,2.642868007143164,2.6826073480618438,598.0,2.662737677602504,0.019869670459340013,0.24761451755043296,1.9639388980555033,599.0,0.7979966611018364,-0.06708691632589779,-0.05584844809841502,598.0,-0.061467682212156406,0.005619234113741386,0.07002652343551875,1.9639388980555033,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",4,"['l1_T6W30', 'atd_T6W30', 'density_T6W30', 'asp_T6W30']",0.04038341900836922,0.05858507657126822,598.0,0.04948424778981872,0.009100828781449499,0.11341392564306092,1.9639388980555033,3.53464806721588,3.566601537613281,598.0,3.5506248024145806,0.015976735198700416,0.19910101611159925,1.9639388980555033,completed,17.024961948394775,False,COMPLETE
5,2.846844507445841,2026-06-14 07:44:27.442031,2026-06-14 07:45:50.044513,0 days 00:01:22.602482,19,log2,5,8,473,ExtraTreesRegressor,5,True,-0.012218325163914367,-0.008316201580992638,598.0,-0.010267263372453502,0.0019510617914608652,0.024314002851344343,1.9639388980555033,2.836686575278697,2.8570024396129847,598.0,2.846844507445841,0.010157932167143877,0.12658747803716222,1.9639388980555033,917542802485062.8,1007079664334897.5,598.0,962311233409980.1,44768430924917.336,557901221746356.94,1.9639388980555033,8.360888295718098,8.544885350580863,598.0,8.45288682314948,0.09199852743138187,1.1464795569653627,1.9639388980555033,2.577232629635435,2.6070124707258273,598.0,2.592122550180631,0.01488992054519626,0.18555720386544935,1.9639388980555033,599.0,0.6026711185308848,-0.018680046752005585,-0.011766542319103925,598.0,-0.015223294535554755,0.0034567522164508295,0.043077817224971365,1.9639388980555033,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",5,"['nodes_T6W30', 'lcc_T6W30', 'atd_T6W30', 'density_T6W30', 'asp_T6W30']",0.05496483133450113,0.07337858263604762,598.0,0.06417170698527437,0.009206875650773248,0.11473547470644714,1.9639388980555033,3.45928570265025,3.4885947658758414,598.0,3.4739402342630457,0.014654531612795623,0.1826238025766677,1.9639388980555033,completed,82.59369206428528,True,COMPLETE
6,2.900298603362399,2026-06-14 07:45:50.058102,2026-06-14 07:47:11.430999,0 days 00:01:21.372897,8,log2,3,5,423,ExtraTreesRegressor,13,True,-0.03156027002693441,-0.02695889412008949,598.0,-0.02925958207351195,0.00230068795342246,0.02867102093044566,1.9639388980555033,2.889575966306265,2.911021240418533,598.0,2.900298603362399,0.010722637056134118,0.13362479297058433,1.9639388980555033,927858736708833.5,1018230993539286.8,598.0,973044865124060.1,45186128415226.56,563106540211833.9,1.9639388980555033,8.477210843961695,8.654577881421927,598.0,8.565894362691811,0.08868351873011578,1.1051681380407654,1.9639388980555033,2.5972034950811835,2.6316594879427075,598.0,2.6144314915119455,0.01722799643076188,0.21469415073053905,1.9639388980555033,599.0,0.8714524207011686,-0.05610931742027008,-0.04807505638861819,598.0,-0.052092186904444136,0.004017130515825946,0.050061214485104415,1.9639388980555033,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",13,"['nodes_T6W30', 'edges_T6W30', 're_T6W30', 'pe_T6W30', 'l1_T6W30', 'l2_T6W30', 'l3_T6W30', 'lcc_T6W30', 'lsc_T6W30', 'atd_T6W30', 'density_T6W30', 'diameter_T6W30', 'asp_T6W30']",-0.021143499047139185,-0.0031589996132479654,598.0,-0.012151249330193575,0.00899224971694561,0.11206082053101464,1.9639388980555033,3.5211342107245036,3.551051885327687,598.0,3.5360930480260953,0.014958837301591607,0.1864160399201738,1.9639388980555033,completed,81.36273384094238,True,COMPLETE
7,2.836222808210899,2026-06-14 07:47:11.446237,2026-06-14 07:47:25.144338,0 days 00:00:13.698101,17,sqrt,4,9,52,ExtraTreesRegressor,3,True,-0.00798191594164331,-0.004995017496094505,598.0,-0.006488466718868907,0.0014934492227744018,0.018611265322194766,1.9639388980555033,2.8266781335301316,2.845767482891666,598.0,2.836222808210899,0.009544674680767239,0.11894510385012771,1.9639388980555033,924974081113026.8,1014730634943974.5,598.0,969852358028500.6,44878276915473.84,559270115206978.56,1.9639388980555033,8.289548419983705,8.463781090822854,598.0,8.37666475540328,0.0871163354195746,1.0856380033992856,1.9639388980555033,2.5335392226068216,2.5582551363111965,598.0,2.545897179459009,0.012357956852187548,0.15400403998271078,1.9639388980555033,599.0,0.4307178631051753,-0.0035379065717927646,0.0014096775507432954,598.0,-0.0010641145105247346,0.00247379206126803,0.030828232859948526,1.9639388980555033,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",3,"['nodes_T6W30', 'atd_T6W30', 'density_T6W30']",0.08703159643727382,0.10592375426247591,598.0,0.09647767534987486,0.009446078912601052,0.11771640991597598,1.9639388980555033,3.4359249964681617,3.4643439185500493,598.0,3.4501344575091055,0.014209461040943875,0.17707736258157647,1.9639388980555033,completed,13.68970012664795,True,COMPLETE
8,2.8654114430113333,2026-06-14 07:47:25.170517,2026-06-14 07:48:03.927760,0 days 00:00:38.757243,3,,2,5,199,ExtraTreesRegressor,7,True,-0.019143816789564366,-0.014589657057023711,598.0,-0.01686673692329404,0.002277079866270328,0.028376818511617125,1.9639388980555033,2.854747001200722,2.8760758848219448,598.0,2.8654114430113333,0.010664441810611486,0.13289956767440728,1.9639388980555033,908128232371442.8,996783096668318.5,598.0,952455664519880.6,44327432148437.836,552405524195571.7,1.9639388980555033,8.378333657920562,8.558866967473138,598.0,8.46860031269685,0.0902666547762884,1.1248970746173388,1.9639388980555033,2.5466977354500826,2.5796810437284896,598.0,2.563189389589286,0.016491654139203556,0.20551790185166102,1.9639388980555033,599.0,0.6427378964941569,-0.030962825580263267,-0.022661419308462494,598.0,-0.02681212244436288,0.004150703135900386,0.05172578763166772,1.9639388980555033,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",7,"['nodes_T6W30', 'l1_T6W30', 'l3_T6W30', 'atd_T6W30', 'density_T6W30', 'diameter_T6W30', 'asp_T6W30']",0.05895058567983062,0.07761835151726111,598.0,0.06828446859854587,0.009333882918715243,0.11631823086947514,1.9639388980555033,3.478325003044031,3.507969773154062,598.0,3.4931473880990467,0.014822385055015536,0.18471558105882796,1.9639388980555033,completed,38.74896216392517,True,COMPLETE
9,2.8345300310745936,2026-06-14 07:48:03.941490,2026-06-14 07:49:11.531190,0 days 00:01:07.589700,12,sqrt,3,10,393,ExtraTreesRegressor,3,False,-0.007333590749736569,-0.004482326687593491,598.0,-0.00590795871866503,0.0014256320310715395,0.01776613196985797,1.9639388980555033,2.8251859284856664,2.8438741336635207,598.0,2.8345300310745936,0.00934410258892726,0.11644558772293938,1.9639388980555033,935252334392225.8,1025550496745856.5,598.0,980401415569041.1,45149081176815.34,562644859979917.5,1.9639388980555033,8.212543930389359,8.36558722925787,598.0,8.289065579823614,0.0765216494342562,0.9536077282006457,1.9639388980555033,2.5621732095976446,2.587373689098559,598.0,2.574773449348102,0.012600239750457012,0.1570233534176507,1.9639388980555033,599.0,0.4040066777963272,0.0010457924521002377,0.005136186848124932,598.0,0.003090989650112585,0.0020451971980123473,0.02548711205440625,1.9639388980555033,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",3,"['l1_T6W30', 'lcc_T6W30', 'density_T6W30']",0.08204836714202578,0.1003548134287509,598.0,0.09120159028538834,0.00915322314336256,0.11406686071181377,1.9639388980555033,3.4292053889632665,3.4566831543622394,598.0,3.442944271662753,0.013738882699486222,0.17121304645070942,1.9639388980555033,completed,67.58124303817749,False,COMPLETE
