number,value,datetime_start,datetime_complete,duration,params_regressor,params_rfe_n_features,params_use_scaler,user_attrs_d2mae_ci_lower_val,user_attrs_d2mae_ci_upper_val,user_attrs_d2mae_df_val,user_attrs_d2mae_mean_val,user_attrs_d2mae_samperror_val,user_attrs_d2mae_std_val,user_attrs_d2mae_t_critical_val,user_attrs_mae_ci_lower_val,user_attrs_mae_ci_upper_val,user_attrs_mae_df_val,user_attrs_mae_mean_val,user_attrs_mae_samperror_val,user_attrs_mae_std_val,user_attrs_mae_t_critical_val,user_attrs_mape_ci_lower_val,user_attrs_mape_ci_upper_val,user_attrs_mape_df_val,user_attrs_mape_mean_val,user_attrs_mape_samperror_val,user_attrs_mape_std_val,user_attrs_mape_t_critical_val,user_attrs_max_error_ci_lower_val,user_attrs_max_error_ci_upper_val,user_attrs_max_error_df_val,user_attrs_max_error_mean_val,user_attrs_max_error_samperror_val,user_attrs_max_error_std_val,user_attrs_max_error_t_critical_val,user_attrs_median_ae_ci_lower_val,user_attrs_median_ae_ci_upper_val,user_attrs_median_ae_df_val,user_attrs_median_ae_mean_val,user_attrs_median_ae_samperror_val,user_attrs_median_ae_std_val,user_attrs_median_ae_t_critical_val,user_attrs_n_splits_val,user_attrs_r2_below_zero_val,user_attrs_r2_ci_lower_val,user_attrs_r2_ci_upper_val,user_attrs_r2_df_val,user_attrs_r2_mean_val,user_attrs_r2_samperror_val,user_attrs_r2_std_val,user_attrs_r2_t_critical_val,user_attrs_regressor_final,user_attrs_rfe_estimator,user_attrs_rfe_n_features,user_attrs_rfe_selected_features,user_attrs_rho_ci_lower_val,user_attrs_rho_ci_upper_val,user_attrs_rho_df_val,user_attrs_rho_mean_val,user_attrs_rho_samperror_val,user_attrs_rho_std_val,user_attrs_rho_t_critical_val,user_attrs_rmse_ci_lower_val,user_attrs_rmse_ci_upper_val,user_attrs_rmse_df_val,user_attrs_rmse_mean_val,user_attrs_rmse_samperror_val,user_attrs_rmse_std_val,user_attrs_rmse_t_critical_val,user_attrs_termination_reason,user_attrs_trial_time_seconds,user_attrs_use_scaler_final,state
0,2.927813331286434,2026-06-13 18:19:36.962435,2026-06-13 18:19:42.662397,0 days 00:00:05.699962,LinearRegression,10,False,-0.042646325902728814,-0.03569330677088039,598,-0.0391698163368046,0.0034765095659242146,0.04332403200583241,1.9639388980555033,2.915393532900656,2.9402331296722117,598,2.927813331286434,0.012419798385777786,0.15477470507933938,1.9639388980555033,926831064971433.5,1017346262721158.2,598,972088663846295.9,45257598874862.31,563997200347241.1,1.9639388980555033,8.553244616719068,8.7651712257048,598,8.659207921211934,0.10596330449286587,1.3205076839971972,1.9639388980555033,2.5583103355848307,2.5918031738322167,598,2.5750567547085237,0.016746419123692846,0.20869276621854368,1.9639388980555033,599,0.7996661101836394,-0.07756401325774843,-0.0635822281623702,598,-0.07057312071005932,0.006990892547689111,0.08712004001200001,1.9639388980555033,LinearRegression,"{'mode': 'original', 'type': 'LinearRegression'}",10,"['nodes_T6W30', 'edges_T6W30', 're_T6W30', 'l1_T6W30', 'l2_T6W30', 'lcc_T6W30', 'atd_T6W30', 'density_T6W30', 'diameter_T6W30', 'asp_T6W30']",0.034928891023212,0.05435528168749224,598,0.04464208635535212,0.00971319533214012,0.12104519704857154,1.9639388980555033,3.547732924406444,3.581396616448741,598,3.5645647704275927,0.01683184602114859,0.20975735055790756,1.9639388980555033,completed,5.6881279945373535,False,COMPLETE
1,2.848432150672558,2026-06-13 18:19:42.693006,2026-06-13 18:19:48.535513,0 days 00:00:05.842507,LinearRegression,3,True,-0.012960093990952996,-0.008659803004063212,598,-0.010809948497508104,0.0021501454934448917,0.026794970762704776,1.9639388980555033,2.8378667926035916,2.858997508741524,598,2.848432150672558,0.0105653580689661,0.13166479264706998,1.9639388980555033,915822228737508.6,1004924238302290.1,598,960373233519899.4,44551004782390.79,555191671555540.5,1.9639388980555033,8.347269906746822,8.559280212702122,598,8.453275059724472,0.10600515297764933,1.3210291970434793,1.9639388980555033,2.541195151567168,2.575069698078128,598,2.558132424822648,0.016937273255480036,0.21107117777105017,1.9639388980555033,599,0.5308848080133556,-0.01778666307261304,-0.009315346506614919,598,-0.013551004789613979,0.004235658282999061,0.052784493049319786,1.9639388980555033,LinearRegression,"{'mode': 'original', 'type': 'LinearRegression'}",3,"['nodes_T6W30', 'lcc_T6W30', 'atd_T6W30']",0.10533853449106029,0.12481646012205355,598,0.11507749730655692,0.00973896281549664,0.12136630971991,1.9639388980555033,3.4554631269879312,3.4861658111681946,598,3.470814469078063,0.015351342090131722,0.1913074086043942,1.9639388980555033,completed,5.833043813705444,True,COMPLETE
2,2.9084360424652536,2026-06-13 18:19:48.564575,2026-06-13 18:19:54.382579,0 days 00:00:05.818004,LinearRegression,9,False,-0.03559075562749014,-0.028985928065798854,598,-0.032288341846644496,0.0033024137808456405,0.04115446186031793,1.9639388980555033,2.896412222010534,2.920459862919973,598,2.9084360424652536,0.012023820454719288,0.14984005432303663,1.9639388980555033,914103921145056.6,1003267714921639.6,598,958685818033348.1,44581896888291.555,555576646933687.25,1.9639388980555033,8.478114848678612,8.670103685426607,598,8.57410926705261,0.09599441837399735,1.1962760852955432,1.9639388980555033,2.541113684872766,2.5738040979932446,598,2.557458891433005,0.016345206560239633,0.20369288181996065,1.9639388980555033,599,0.7495826377295493,-0.06558566610797696,-0.052371090841702314,598,-0.05897837847483964,0.00660728763313732,0.08233958096809738,1.9639388980555033,LinearRegression,"{'mode': 'original', 'type': 'LinearRegression'}",9,"['nodes_T6W30', 'edges_T6W30', 're_T6W30', 'l1_T6W30', 'l2_T6W30', 'lcc_T6W30', 'atd_T6W30', 'density_T6W30', 'asp_T6W30']",0.04520560540032858,0.06468353150829621,598,0.05494456845431239,0.009738963053983815,0.12136631269192139,1.9639388980555033,3.5290688454833092,3.561708115963049,598,3.545388480723179,0.016319635239869797,0.20337421371877284,1.9639388980555033,completed,5.8085761070251465,False,COMPLETE
3,2.980735390839694,2026-06-13 18:19:54.398099,2026-06-13 18:19:59.988411,0 days 00:00:05.590312,LinearRegression,13,True,-0.06181942027079708,-0.05396814831676647,598,-0.05789378429378177,0.003925635977015304,0.048921015600958,1.9639388980555033,2.966975234397939,2.994495547281449,598,2.980735390839694,0.013760156441755055,0.17147815841817607,1.9639388980555033,931081740521357.9,1022596077103367.4,598,976838908812362.6,45757168291004.75,570222801331122.2,1.9639388980555033,9.076516328731245,9.361210269808655,598,9.21886329926995,0.14234697053870465,1.7739185210360964,1.9639388980555033,2.6334300264295316,2.669162917021723,598,2.6512964717256273,0.01786644529609582,0.22265045821403698,1.9639388980555033,599,0.9048414023372288,-0.12849690768796163,-0.11123850430709828,598,-0.11986770599752995,0.00862920169043168,0.10753654006462035,1.9639388980555033,LinearRegression,"{'mode': 'original', 'type': 'LinearRegression'}",13,"['nodes_T6W30', 'edges_T6W30', 're_T6W30', 'pe_T6W30', 'l1_T6W30', 'l2_T6W30', 'l3_T6W30', 'lcc_T6W30', 'lsc_T6W30', 'atd_T6W30', 'density_T6W30', 'diameter_T6W30', 'asp_T6W30']",-0.02096314548406677,-0.0012716517125340807,598,-0.011117398598300425,0.009845746885766345,0.12269704573266936,1.9639388980555033,3.6257674446611987,3.6641561074844877,598,3.644961776072843,0.019194331411644363,0.23919848705710783,1.9639388980555033,completed,5.581444978713989,True,COMPLETE
4,2.8483017977546896,2026-06-13 18:20:00.002820,2026-06-13 18:20:05.503536,0 days 00:00:05.500716,LinearRegression,4,True,-0.013024461842118508,-0.00845481170461922,598,-0.010739636773368864,0.0022848250687496434,0.028473338712048765,1.9639388980555033,2.8374050486225695,2.8591985468868097,598,2.8483017977546896,0.010896749132120038,0.1357945661323074,1.9639388980555033,910782277191325.4,999518646459758.1,598,955150461825541.8,44368184634216.43,552913378974829.25,1.9639388980555033,8.369857480432012,8.570686497872996,598,8.470271989152504,0.10041450872049178,1.2513589585075684,1.9639388980555033,2.5423911291223344,2.574070363762244,598,2.5582307464422893,0.01583961731995506,0.19739226218623607,1.9639388980555033,599,0.5726210350584308,-0.02256986147833835,-0.013659138050218941,598,-0.018114499764278646,0.004455361714059705,0.05552242265905239,1.9639388980555033,LinearRegression,"{'mode': 'original', 'type': 'LinearRegression'}",4,"['nodes_T6W30', 'lcc_T6W30', 'atd_T6W30', 'density_T6W30']",0.08912007308315532,0.10916383679290058,598,0.09914195493802795,0.010021881854872622,0.12489202805450805,1.9639388980555033,3.463022557886227,3.4937542615831707,598,3.478388409734699,0.015365851848471975,0.19148822825203496,1.9639388980555033,completed,5.491517782211304,True,COMPLETE
5,2.8871593467153622,2026-06-13 18:20:05.531922,2026-06-13 18:20:11.145314,0 days 00:00:05.613392,LinearRegression,8,False,-0.02784668849389793,-0.02161468240941234,598,-0.024730685451655136,0.003116003042242797,0.038831423579445704,1.9639388980555033,2.8755327730462974,2.898785920384427,598,2.8871593467153622,0.011626573669064862,0.14488959118477943,1.9639388980555033,911299655509849.5,1000114468502166.2,598,955707062006007.9,44407406496158.36,553402159221187.9,1.9639388980555033,8.342665594010695,8.500106037719933,598,8.421385815865314,0.07872022185461945,0.9810061921199117,1.9639388980555033,2.5315931577303554,2.5630446357953125,598,2.547318896762834,0.015725739032478543,0.19597311850840463,1.9639388980555033,599,0.6828046744574291,-0.04796296682153367,-0.036074147909553114,598,-0.04201855736554339,0.005944409455990281,0.07407883701842512,1.9639388980555033,LinearRegression,"{'mode': 'original', 'type': 'LinearRegression'}",8,"['edges_T6W30', 're_T6W30', 'l1_T6W30', 'l2_T6W30', 'lcc_T6W30', 'atd_T6W30', 'density_T6W30', 'asp_T6W30']",0.06283003915170039,0.08255752306849674,598,0.07269378111009857,0.009863741958398174,0.12292129913622399,1.9639388980555033,3.5017077268528536,3.5326933487662617,598,3.5172005378095577,0.015492810956703943,0.19307038425194556,1.9639388980555033,completed,5.604291915893555,False,COMPLETE
6,2.908958839455104,2026-06-13 18:20:11.160103,2026-06-13 18:20:17.208592,0 days 00:00:06.048489,LinearRegression,9,True,-0.03580023446898013,-0.029138565646611433,598,-0.032469400057795784,0.003330834411184351,0.041508637873664496,1.9639388980555033,2.8968534379701025,2.921064240940105,598,2.908958839455104,0.01210540148500116,0.15085671172034226,1.9639388980555033,917661764457516.4,1007118658948721.9,598,962390211703119.1,44728447245602.73,557402947782345.4,1.9639388980555033,8.497589316779726,8.696453732306436,598,8.59702152454308,0.09943220776335544,1.2391175890249502,1.9639388980555033,2.53972064122099,2.5723055493389424,598,2.5560130952799662,0.016292454058976058,0.20303548364233667,1.9639388980555033,599,0.7445742904841403,-0.06504399942100833,-0.05171653144721257,598,-0.05838026543411045,0.006663733986897881,0.08304301169094222,1.9639388980555033,LinearRegression,"{'mode': 'original', 'type': 'LinearRegression'}",9,"['nodes_T6W30', 'edges_T6W30', 're_T6W30', 'l1_T6W30', 'l2_T6W30', 'lcc_T6W30', 'atd_T6W30', 'density_T6W30', 'diameter_T6W30']",0.04992133684538358,0.0694929881623308,598,0.059707162503857186,0.009785825658473607,0.12195031136596292,1.9639388980555033,3.5279384439903048,3.560859800823093,598,3.544399122406699,0.016460678416394,0.20513188444513383,1.9639388980555033,completed,6.038736820220947,True,COMPLETE
7,2.860248735082349,2026-06-13 18:20:17.225180,2026-06-13 18:20:23.065955,0 days 00:00:05.840775,LinearRegression,6,False,-0.01788035229806321,-0.012410235993609554,598,-0.015145294145836383,0.002735058152226828,0.03408411358516913,1.9639388980555033,2.849289925225293,2.871207544939405,598,2.860248735082349,0.010958809857056268,0.1365679627769755,1.9639388980555033,912862689616123.9,1001645874102700.1,598,957254281859412.0,44391592243288.08,553205083049093.9,1.9639388980555033,8.213732097105732,8.382004986451163,598,8.297868541778447,0.08413644467271635,1.0485028022319476,1.9639388980555033,2.5554091341492287,2.5873963464386778,598,2.571402740293953,0.01599360614472476,0.19931126072380795,1.9639388980555033,599,0.5692821368948247,-0.025204766384847282,-0.014871626059062781,598,-0.020038196221955032,0.00516657016289225,0.06438545525417434,1.9639388980555033,LinearRegression,"{'mode': 'original', 'type': 'LinearRegression'}",6,"['edges_T6W30', 're_T6W30', 'l1_T6W30', 'l2_T6W30', 'atd_T6W30', 'density_T6W30']",0.09560980307793329,0.11532402274014131,598,0.1054669129090373,0.00985710983110401,0.12283865000504497,1.9639388980555033,3.4656539372961066,3.4951895450671935,598,3.48042174118165,0.014767803885543303,0.184035394139077,1.9639388980555033,completed,5.830996990203857,False,COMPLETE
8,2.8301671579348078,2026-06-13 18:20:23.083403,2026-06-13 18:20:29.100419,0 days 00:00:06.017016,LinearRegression,4,False,-0.006977757860688017,-0.001949235365193478,598,-0.004463496612940748,0.0025142612477472696,0.03133255718209676,1.9639388980555033,2.8196732513157476,2.840661064553868,598,2.8301671579348078,0.010493906619060241,0.13077436940965784,1.9639388980555033,908848195786066.2,996970582427947.5,598,952909389107006.9,44061193320940.61,549087673556889.9,1.9639388980555033,8.21041302956673,8.382236217624193,598,8.296324623595462,0.08591159402873098,1.0706245959611893,1.9639388980555033,2.5566057695487574,2.58608067249979,598,2.5713432210242737,0.014737451475516168,0.1836571444151703,1.9639388980555033,599,0.44908180300500833,-0.008467817909188567,0.0010341858200128675,598,-0.0037168160445878503,0.004751001864600718,0.05920667063863271,1.9639388980555033,LinearRegression,"{'mode': 'original', 'type': 'LinearRegression'}",4,"['edges_T6W30', 'l1_T6W30', 'atd_T6W30', 'density_T6W30']",0.12025086388371281,0.140165992743155,598,0.1302084283134339,0.009957564429721101,0.12409050856118932,1.9639388980555033,3.4382757002863378,3.4673724240604566,598,3.452824062173397,0.014548361887059305,0.18130072248480322,1.9639388980555033,completed,6.008056879043579,False,COMPLETE
9,2.8173219030207646,2026-06-13 18:20:29.127362,2026-06-13 18:20:35.101410,0 days 00:00:05.974048,LinearRegression,2,False,-0.0017468406175843276,0.0022535540070377,598,0.00025335669472668627,0.002000197312311014,0.024926326458562485,1.9639388980555033,2.806953931450956,2.827689874590573,598,2.8173219030207646,0.010367971569808572,0.1292049751649494,1.9639388980555033,905315324340350.8,993241228779327.8,598,949278276559839.2,43962952219488.44,547863399455843.25,1.9639388980555033,8.24220076271777,8.410976424830425,598,8.326588593774098,0.08438783105632719,1.0516355626984044,1.9639388980555033,2.5131269782162358,2.5425622915899515,598,2.5278446349030936,0.01471765668685775,0.1834104630696645,1.9639388980555033,599,0.3739565943238731,0.0023024487324318286,0.009787366466980847,598,0.006044907599706338,0.0037424588672745093,0.04663827458884278,1.9639388980555033,LinearRegression,"{'mode': 'original', 'type': 'LinearRegression'}",2,"['atd_T6W30', 'density_T6W30']",0.14272927408840388,0.16298641471585826,598,0.15285784440213107,0.010128570313727178,0.12622157256414293,1.9639388980555033,3.422477499805133,3.451963147156418,598,3.4372203234807754,0.014742823675642414,0.18372409241741156,1.9639388980555033,completed,5.962631940841675,False,COMPLETE
