feature,selected,ranking
z_asp_T6W40,True,1
z_density_T6W40,True,1
z_diameter_T6W40,True,1
z_lsc_T6W40,False,2
z_l1_T6W40,False,3
z_l2_T6W40,False,3
z_l3_T6W40,False,3
asp_T6W40,False,4
z_pe_T6W40,False,4
z_re_T6W40,False,4
atd_T6W40,False,5
density_T6W40,False,5
diameter_T6W40,False,5
l3_T6W40,False,6
lcc_T6W40,False,6
lsc_T6W40,False,6
l1_T6W40,False,7
l2_T6W40,False,7
pe_T6W40,False,7
edges_T6W40,False,8
nodes_T6W40,False,8
re_T6W40,False,8
