subject,lcc_T6W40,z_l1_T6W40,y_true,y_pred
CDMS-11-6B-JPSAMA,-0.39542377609485696,-0.031840894635213175,0,5.135417364560921
CDMS-11-6B-LESTA,0.3312184580776482,0.1177944357957587,8,6.011694929164398
CDMS-11-6B-MAGIMU,0.7407539895609921,0.4197017091692263,9,6.7231377340212095
CDMS-11-6B-MEBRTA,0.13821031802401673,-0.20877713542098686,8,5.492115217894021
CDMS-11-6B-MMAMO,-0.29413049168008987,-0.19444038332950775,2,5.074111160281394
CDMS-11-6B-RSECA,0.19522076294804344,0.2929796378060227,1,6.0508824360450575
CDMS-11-6B-SCAPA,-0.5130540964403565,0.33665410413242686,5,5.386282042983062
CDMS-11-6B-VZAPE,0.2722048850852055,-0.12668750669159873,8,5.708199413684598
CDMS-11-6B-YLNIME,-0.24742484363401276,0.35519669553033756,0,5.670453887187316
CDMS-11-7C-ICARE,-0.05044678156477589,0.22850059915422904,7,5.740735852880444
CDMS-11-7C-IMOIB,-0.3666215133251588,-0.1783816169047123,3,5.01767890506112
CDMS-11-7C-SALMA,-0.017588471056287545,0.4180412361692064,7,5.96313480040391
CDMS-11-7C-SPGAVE,0.09090822680640856,-1.0347316220731382,5,4.6188586400242615
CDMS-12-5A-SRIGO,-0.38161794590451165,-0.0729203788455079,7,5.108143710540972
CDMS-12-6A-FAROPA,-0.4115027959223605,-0.2182446037946316,5,4.932934635573999
CDMS-12-6A-JGIGA,0.4966303001784456,0.17301789179190435,1,6.2323302272613414
CDMS-12-6A-JSOTGU,0.31382920461129826,0.1483034999725511,10,6.024814739874841
CDMS-12-6A-SROAL,-0.4200653000982694,-0.011074333839822054,10,5.1315424013529
CDMS-12-6B-IJDAGA,0.3808381082728488,-1.2578638326592029,10,4.685656310904637
CDMS-12-6B-SCLAG,0.25511871345371534,-0.4133313216080743,14,5.4044694271366325
CDMS-12-7C-ARAHE,0.2509539307449924,0.5251364094720117,11,6.338772375507995
CDMS-12-7C-CATRAR,-0.2639237343539129,0.3363691716717387,6,5.635127472608817
CDMS-12-7C-DLOLO,-0.01828822095364355,0.3036346786648576,10,5.8480284930022055
CDMS-12-7C-JSZAOR,-1.0048544011566591,0.005397152662128575,5,4.563224786796461
CDMS-12-7C-MAROBE,-0.7162610104944079,0.2997854022460249,2,5.146206427042608
CDMS-12-7C-VMAPA,-0.0028490291341879597,0.5022986438192871,4,6.062131649976091
CDMS-12-7C-VQURA,-0.2775178575547232,0.30490973560877477,4,5.5900739133450426
CDMS-13-6B-ASUMO,0.11916509714215,-0.06160026256710958,1,5.6202468698660315
CDMS-13-6B-JDTAHE,-0.14026592827613105,-0.15068484945023486,8,5.271731257564626
CDMS-13-7C-MVEAR,0.5062397314918524,-0.898616168477511,9,5.170305598305332
CDMS-13-7C-RAIZAC,-0.5089211392390312,0.033521770752178666,4,5.087282666804139
CDMS-13-7C-SSOSLO,0.30769324668536885,-0.22514246561238865,10,5.645232816363971
CDMS-14-10A-IMORTO,-0.13703385141292718,0.2822114081974537,6,5.7078595920755175
CDMS-14-10A-JCVANI,-0.6105227336437666,0.07038575045877146,10,5.022545052105996
CDMS-14-5A-LSDUCO,0.5577577014791806,0.26528125821348203,3,6.385720994983654
CDMS-14-6B-KDCAHE,0.044343685550431,-0.30948714665613114,8,5.297538574185291
CDMS-15-10A-AMALOS,-0.11588995455193704,-0.5751612449582943,5,4.87163083578076
CDMS-15-10A-JJMACH,-0.7585744297006514,-0.04958233421593284,1,4.754525271374407
CDMS-15-10A-MAALCA,-0.4505822243136302,-0.056590759190171,6,5.05550905178719
CDMS-15-10A-MAALRI,-0.7057684231614869,0.05485905344526516,5,4.9117726655747695
CDMS-15-10A-SGOMO,-0.6534403181437461,0.11047003777236933,4,5.019711754919614
CDMS-15-10A-SHEGA,-0.3624444142995864,0.2829159588478257,7,5.483153579839231
CDMS-15-11B-JEMOLO,-0.3927597799953104,-0.1457887389890904,6,5.02413351630659
CDMS-15-11B-VSAHO,-0.2278989121033446,0.0048010311371520665,4,5.339584154324799
CDMS-16-10A-SGALO,-0.5253359606904594,0.12047551863819742,7,5.1578215932387295
CDMS-16-11B-NGABE,-0.6948153899085753,0.1444865524672389,12,5.012353197849655
CDMS-17-10A-ASSAMO,-0.9459138220931804,0.2538641687048119,6,4.870632381902623
CDMS-18-7C-VVECA,0.1908749957163282,0.3081641527866086,4,6.061721183793928
CDMS-8-4A-DBEVA,1.0272839931365254,-0.09418180809310471,8,6.495784220334412
CDMS-8-4A-DJAVDA,1.2806385734409769,-1.0178331848854447,2,5.825487423846523
CDMS-8-4A-DOSTR,0.6375179827182408,-0.25144756407059643,9,5.948752453938636
CDMS-8-4A-LGOPA,0.6092455589404613,0.10091218631554111,6,6.2728397805469935
CDMS-8-4C-JDBUTU,0.8566033953788283,-0.8265343817359581,3,5.592751048933861
CDMS-9-4A-ACDUTR,0.322930924191844,-0.18756047839100795,3,5.698052481091827
CDMS-9-4A-CARGA,0.10485361965603045,-0.055918434398272335,3,5.611617220548749
CDMS-9-4A-CRAAG,0.7406237177308085,-0.05915163396005054,14,6.244154119061749
CDMS-9-4A-EROHI,-0.017761131765891718,-0.5019036216252357,2,5.043017281899864
CDMS-9-4A-ILOSE,0.2257555981176669,0.5313550463225722,1,6.31979267973123
CDMS-9-4A-TGAFR,0.7285804791777685,0.4590676418381955,2,6.750330156306955
CDMS-9-4C-SCAMO,-1.0203433574055492,-0.07500010725488696,1,4.467338570630555
CDMS-9-5A-ABERO,0.21384986020397995,-0.37497415301727094,6,5.4015577424777
CDMS-9-5A-PAGACO,0.051227404152092475,-0.11603801967179703,6,5.497871419771287
CDMS-9-5A-VVAAR,0.5467876917392557,0.2179563834705977,2,6.327426110500845
CDMS-9-5C-JDMADE,0.17826823888608723,-1.4135817127617099,6,4.327368561415368
CDMS-9-5C-LVIZAC,-0.1676284121310905,-0.040373579650698,2,5.354680043509203
CDMS-9-5C-MLOGO,0.5057198851331725,-0.18961251973664153,5,5.878789400687522
CDMS-9-5C-SCAAG,0.06886110457459516,-0.01071966387677988,10,5.620823475988806
CDMS-XX-10A-VGILO,-0.2049871593298741,-0.931414670136045,7,4.426280205825073
CDMS-XX-5C-MJSARU,-0.2462026383563701,0.15928997891253097,2,5.475769375847152
CDMS-XX-5C-MPCAQU,0.36287337355790295,0.471323579608757,9,6.396878988457651
CDMS-XX-6A-MAGICA,-0.3636534411033461,0.21152140297522626,2,5.410549997162871
CDMS-XX-6B-SPUCA,-0.2997799818834636,0.3798338583803731,0,5.6427359117879
CSO-10-4A-ICAPA,0.46508761944415045,0.3973978748631412,6,6.425167529598283
CSO-10-4A-KCOMO,0.6312285654123397,0.12380913319650491,4,6.317719733899835
CSO-10-4A-LRAVI,1.1022692262451494,0.7979415424213835,12,7.462892803957525
CSO-10-4A-LSCAVA,-0.3399791270878558,0.17466803967931518,11,5.39737094788245
CSO-10-5A-ACAVA,-0.46913877684470423,-0.7761769283566429,4,4.317366330089644
CSO-10-5A-ARACA,0.26227558864853573,-0.6339902341838239,0,5.190967389755703
CSO-10-5A-DABRZA,0.7919143627777187,0.11286301735138304,3,6.467459415420093
CSO-10-5A-GZAMA,-0.08792814254928122,0.2620851154955754,6,5.736839008237285
CSO-10-5A-IPECA,-0.15502854955759338,0.24802337890929976,11,5.655676864642698
CSO-10-5A-JANORO,-0.1392305764369239,0.18657391250445016,5,5.6100253713585175
CSO-10-5A-JBUVE,-0.4208638250373755,-0.3670825106994645,2,4.774735699554151
CSO-10-5A-JJSEMO,0.49048749013700704,0.40160003293761765,13,6.454769558365616
CSO-10-5A-JLCARI,-0.10769524666042683,-0.11425436721028587,9,5.340732421420278
CSO-10-5A-MAARAN,0.6146172911212168,0.364334209970571,4,6.541633536382779
CSO-10-5A-MAOSMO,-0.7027718938129665,0.15693214344924203,2,5.016842284927266
CSO-10-5A-RVMOIB,-0.3487167652363914,0.005042994037056454,4,5.219008264091656
CSO-10-5A-SVHEES,0.19163169179250444,-0.45110383967458645,7,5.303209887408909
CSO-11-5A-MDVOSPE,-0.06426885251349954,0.1772955812743399,3,5.675708764051832
CSO-11-5A-MTAGA,-0.7637859580255741,-0.5593938331240274,5,4.23950224414139
CSO-11-6A-CAPAMU,-0.3299520163986791,-0.2810052461833656,1,4.951724772708946
CSO-11-6A-DSCACH,-0.5760843430921561,0.15164654384316278,0,5.138244236041998
CSO-11-6A-EROMO,0.032092420313216796,0.4799421782869885,7,6.074716633891196
CSO-11-6A-FSOVRE,0.5734612574512127,0.07801324397349427,5,6.214156536715699
CSO-11-6B-ANREVA,0.08369167692074764,0.2506074318210619,5,5.8969811440328
CSO-11-6B-DISEMO,-0.4477127795117162,0.041679158191690956,0,5.156648413970966
CSO-11-6B-LHFDLACH,-0.20723012993325202,-0.2756482016975042,7,5.079803703660235
CSO-11-6B-RJGIHE,0.12685484623917007,-0.13788957532908586,3,5.551647306201075
CSO-11-6B-SFLVA,0.6929024037701992,-0.7091655232026648,8,5.546418915858526
CSO-11-6B-VCOMA,-0.2570027315526801,0.1004040454698686,14,5.4060833492081795
CSO-12-6A-DGISE,0.16071322241597177,-1.29849844962921,2,4.424896808077753
CSO-12-6A-FJOVRE,0.2795033564960108,-0.2636066156891882,1,5.578578776097814
CSO-12-6B-GQULO,0.28885222721638953,-0.47920512962459455,4,5.372329132882786
CSO-12-6B-LJHEFE,-0.4914505924457224,-0.0732517894765245,2,4.997979653368744
CSO-12-6B-VPAMA,0.919836333595519,-0.02905265600951225,9,6.453465712876998
CSO-12-7A-DALRE,0.8342112049075726,-0.1339211563730261,8,6.262972083825538
CSO-12-7A-ESALA,0.37044578508797377,0.5426332879940251,7,6.47576110837299
CSO-12-7A-IMERO,-0.04228490599611896,-0.04156725544388967,9,5.478829873850983
CSO-12-7A-JHEZA,-0.4934407882901193,-0.518382342113578,9,4.550858904887294
CSO-12-7A-LSARAR,0.39287474031784786,0.4969426188394687,6,6.452499394448308
CSO-12-7A-SCAHO,0.15730225798851252,0.3123296563499529,1,6.032313949629456
CSO-12-7B-DVAGRO,-0.5274017473479828,-0.5193503668407098,8,4.515929921102298
CSO-12-7B-SMUGU,-0.05832730877610459,-0.024581476684427266,4,5.479773249830459
CSO-12-7B-SSARA,-0.6248105890248148,-0.5456108740207046,2,4.392260572245472
CSO-12-7B-VHOMA,-0.8285227690353405,-0.42591243254966243,8,4.308246833705988
CSO-12-8A-YTOME,-0.2786285105832075,0.22432138976313887,13,5.508374914470923
CSO-13-6A-ANASA,-0.6785731590561521,0.151895379318025,3,5.036004255552864
CSO-13-6B-JETAVE,0.4231499073977017,0.4074817689019026,9,6.393313711590595
CSO-13-6B-LFMIES,-0.16922566044768375,-0.21885922284851628,8,5.174597151994791
CSO-13-6B-LJMAHU,0.19552919511139935,0.22679212137331142,8,5.985003351775702
CSO-13-7A-CAPAMU,-0.17063156933652127,-0.3978499871495321,7,4.994200478804938
CSO-13-7A-CDDITR,-0.5507829325215451,0.10828470451852923,2,5.120183807287975
CSO-13-7A-JJATFL,0.20692964013297196,0.3329393988501938,7,6.102551074274157
CSO-13-7A-KRAMA,0.46207685459307335,0.1184280723451218,6,6.143186962229186
CSO-13-7A-RXCHLU,-0.09415102337340434,0.39089162193060295,1,5.85942263384819
CSO-13-7A-YAMEZA,-0.43539089933829234,-0.21833452443084644,3,4.908956611521853
CSO-13-7A-YBOSO,0.6111098230535692,-0.09623215047969773,4,6.077559707864863
CSO-13-8A-KIGAGU,0.01713978013429749,-0.9398266544961453,2,4.639995160929144
CSO-13-8A-MBUAN,-0.5040633467412237,-0.267064141554812,3,4.791554546994956
CSO-13-8A-MGAAN,-0.595489424938486,-0.07918993181940165,9,4.888002678533104
CSO-13-8A-MGAHE,-0.1992084681961001,-0.004318906361984834,12,5.359154660732906
CSO-13-8A-MJAGA,0.785338615974563,-1.0887374271524213,2,5.259283224113133
CSO-13-8A-VHODU,-0.0027523794506010106,-0.07580370206280912,8,5.484125953777581
CSO-13-8B-FCJISA,-0.5953397473025186,0.1943658908276479,5,5.16170817881612
CSO-13-8B-JEMABE,0.7596315873815799,0.23353623740551185,6,6.555849860078083
CSO-13-9B-DMLLLU,0.4967080649231463,0.17765378889982034,10,6.2370438891139575
CSO-14-7A-MVEBE,0.2258603658633005,0.09695671908539177,10,5.885499120239683
CSO-14-7B-EALHU,0.1649141109258484,0.3716634400996681,5,6.099259586316507
CSO-14-7B-EVEGO,-0.583695750092162,0.19133349198301638,1,5.170319777181845
CSO-14-8A-AQUMA,0.38904877407134997,0.3189318887894773,3,6.270662698151819
CSO-14-8A-MCIDOS,0.509555081116543,-0.05086057650856983,7,6.021376539898965
CSO-14-8A-SZARA,-0.08466481784410207,-0.6411350204006478,12,4.836882197046242
CSO-14-8B-JLLORA,0.19175846465943322,0.03537061758940865,13,5.789811117539833
CSO-14-9A-AEDCAGO,-0.4739600449428673,0.003445211463914547,2,5.092167201812038
CSO-14-9A-HASACA,-0.4218463825202657,0.13943973424623696,11,5.280275387016962
CSO-14-9A-JSMAAL,-0.2577617963966514,-0.4234923107205933,2,4.881427928173746
CSO-14-9A-MARJA,-0.28960708147007597,0.359855852785763,3,5.632930806606678
CSO-14-9A-SORZU,0.07750630063212635,-0.2822701998729888,5,5.357918136050128
CSO-14-9B-ERAGA,0.5897653723101711,-0.10115329103747797,1,6.051294116563684
CSO-14-9B-MFEGA,0.321265684773825,-0.3368390469960953,11,5.5471086730687205
CSO-15-10A-LJRAGU,-0.06251434499635836,0.31988868109401286,8,5.820056371388645
CSO-15-10A-MAARLO,0.14369056745061617,-0.008368085587807208,4,5.6980045171538
CSO-15-10A-SFEGA,0.558878931871738,0.25378089914864105,2,6.37534186631137
CSO-15-10B-MEBUAR,-0.1833820342447524,0.2757050675094039,8,5.655005068555642
CSO-15-10B-YVBUAN,-0.1635613446582796,0.202649353392274,6,5.601770044024986
CSO-15-10C-ALBAHO,-0.12936927449300523,-0.5301415541235424,5,4.903171206674443
CSO-15-10C-SSCAMO,-0.29338676433069155,-0.19894723254326702,3,5.070348038417032
CSO-15-11C-JETALO,0.19527556214842773,-0.30358964923072923,5,5.45436794820869
CSO-15-7B-JCRAGA,-0.13129287900300654,-0.567290930744772,8,4.864098225543213
CSO-15-8A-VBMABR,0.20493919949424133,0.36739703778626226,12,6.135018272571495
CSO-15-8B-KEPOGO,-0.6972539382575191,0.07831600372408867,5,4.943744100757561
CSO-15-9B-ALRIHE,-0.445308395528939,-0.3904400661631032,3,4.726933573598949
CSO-15-9B-AMSAGO,-0.49550218067963625,0.2840447663741978,15,5.351224620985553
CSO-15-9B-JCAPA,-0.19549329944976926,-0.03182231560632996,5,5.335366420234892
CSO-15-9B-KSBEJA,0.6681235062950589,0.010351279687828419,13,6.241156821273878
CSO-15-9B-RMCHLU,0.13672455536057837,0.33586074110757125,5,6.03526733175914
CSO-15-9B-SJAGRO,-0.9478671391979426,0.2600801555875286,3,4.874895051680578
CSO-16-10A-JEGAHE,0.04793431733448698,0.16995069077654903,6,5.780567043402027
CSO-16-10A-MSACO,-0.5655163381884568,0.15287179156034084,5,5.150037488662875
CSO-16-10A-SARI,0.31293750962910105,0.032042950756019956,3,5.907662495676112
CSO-16-10A-SMOUT,-0.4774344198523094,-0.39237563894562855,0,4.692871976493053
CSO-16-10A-YKMUJO,0.37569630552434136,-0.1577581203529159,5,5.780620220462417
CSO-16-10B-JESUGU,-0.6999619810608838,0.018427591467975596,3,4.881147645698083
CSO-16-10B-LTVIFA,-1.296856824778139,0.12825506381087554,10,4.394080274323728
CSO-16-10B-VVILI,-0.46211895860852015,-0.11267557068858206,13,4.987887505993889
CSO-16-10C-ACALGU,-0.18922431384756472,0.34688022937494845,6,5.720337950818375
CSO-16-10C-MAVAVE,-0.6568821568468944,-0.05595003324697599,4,4.849849845197121
CSO-16-11A-JAVABO,-0.38231639754207236,-0.17416293463652577,4,5.006202703112393
CSO-16-11A-JDMUVA,-0.6221434326564257,0.04595117347811601,4,4.986489776112681
CSO-16-11A-VZAOR,-0.805640865718632,-0.3307044835625365,1,4.426336686009822
CSO-16-11B-KRORE,-0.2982940173854835,0.19916276262628746,3,5.463550780531795
CSO-16-11B-LLOZA,-0.7061437891154649,-0.07827591218168993,4,4.778262333993836
CSO-16-11B-YAROMO,-0.7892007959059266,-0.35117336793684845,4,4.422307871448216
CSO-16-9A-JALEMO,-0.40117459175619263,0.15878732933025808,5,5.320294772865057
CSO-16-9A-JPROSO,-0.7587945293075973,-0.43452431191587343,0,4.36936319406752
CSO-16-9A-JSMAGU,0.15853661251889226,0.23992529327514509,9,5.961143941085028
CSO-16-9B-SJPAJI,-0.09460992775500124,0.1364318821207893,7,5.604503989656779
CSO-17-10A-YVGOCA,0.011234607229840689,0.2663263506499105,13,5.840242993170742
CSO-17-10B-EHECO,-0.3073026916681278,0.08059115033223217,8,5.335970493955095
CSO-17-10B-YCQUVE,-0.009656293760217741,0.1962397176200018,4,5.7492654591507755
CSO-17-11A-DJAPA,-0.1922711419700494,0.12750106467558955,7,5.497911957996531
CSO-17-11A-JDAMO,-0.2854421121955645,0.3530796189631233,3,5.63031954205855
CSO-17-11A-NPAHE,-0.5615885982357973,0.27585930307751094,6,5.276952740132705
CSO-17-11A-RLPAIG,-0.13773381779981,-0.5898242510612669,1,4.835123966429914
CSO-17-11A-SPUVA,0.4077542274983323,0.14064457642691994,2,6.1110808392162435
CSO-17-11B-CDBEBU,-0.5234550931866977,0.07530626492080587,5,5.114533207025099
CSO-17-11C-JDAAG,-0.8866066969384832,0.2669100311752092,3,4.942985369527717
CSO-17-11C-MAPAMA,-0.21769486661721976,-0.09417004876521505,2,5.2508171199085565
CSO-17-11C-MCAAG,-0.3149146102905709,0.2625326820613292,3,5.51030010706175
CSO-17-11C-SARJA,-0.23243474961419477,0.2092441210003573,3,5.539491406677154
CSO-18-11A-ADBAHO,-0.7117801435181705,0.2831415206486516,7,5.134043412421472
CSO-18-11B-YLLRE,-0.4552498956472827,0.3445517370494239,10,5.451983876693133
CSO-18-9B-MAMOLO,-0.22423491592982195,-0.4700684237881026,1,4.868378695573067
CSO-8-3A-AIPRBR,0.31729169272930136,0.026561233471054043,0,5.906534961491347
CSO-8-3A-DAPAVA,0.3698356653100944,-0.2962722067029016,3,5.636245493898183
CSO-8-3A-KVPECO,0.31355096895895923,-0.0524119144550205,7,5.823821089794929
CSO-8-4A-ARAGR,-0.309577648430466,0.07254640023579642,10,5.325650787096322
CSO-8-4A-JRAAR,1.0887340454202303,0.3866079628860128,1,7.038024043597234
CSO-9-2A-EXMOCO,0.4258972606286244,0.21291993226359174,5,6.2014992281832075
CSO-9-4A-AGAPE,-0.07536919384416071,0.31880193161572956,1,5.80611477306256
CSO-9-4A-DKVIMO,0.5928536415185728,0.018159895361499565,3,6.173695572171064
CSO-9-4A-DSMOMU,-0.42160126247167967,-0.3850108761256457,7,4.756069896693666
CSO-9-4A-DVGATO,0.012083164622063781,-0.4318989723064949,4,5.14286622760656
CSO-9-4A-EGCAMO,0.5682019949913639,0.027054572824015626,8,6.157938603106371
CSO-9-4A-FAGIGA,-0.05965877782693519,-0.8525422778876035,9,4.650480979576453
CSO-9-4A-GSBRCO,0.8572234336302962,-0.4995749333583316,3,5.920330535562956
CSO-9-4A-KEMOCO,0.6924205944156354,0.17967715270071574,2,6.434779782407342
CSO-9-4A-LCOMO,-0.35271161594017836,-0.13878855978734017,3,5.071181859563473
CSO-9-4A-MLORO,0.46207685459307335,0.08086973259706168,3,6.1056286224811265
CSO-9-4A-MPAME,0.5164112581479938,0.05728533773327052,10,6.1363786311722555
CSO-9-4A-NSARPA,-0.09533994126927758,0.05060498733983633,3,5.51794708136155
CSO-9-4A-SLOCA,0.5353304492167147,0.14701538589601854,4,6.2450278704037245
CSO-9-4A-YVDITR,1.4574890299874828,0.6410725038810194,8,7.661243569159494
