number,value,datetime_start,datetime_complete,duration,params_dt_max_depth,params_dt_min_samples_leaf,params_dt_min_samples_split,params_elastic_alpha,params_elastic_l1_ratio,params_et_max_depth,params_et_max_features,params_et_min_samples_leaf,params_et_min_samples_split,params_et_n_estimators,params_knn_metric,params_knn_n_neighbors,params_knn_weights,params_quantile_alpha,params_regressor,params_rf_max_depth,params_rf_max_features,params_rf_min_samples_leaf,params_rf_min_samples_split,params_rf_n_estimators,params_rfe_n_features,params_rfe_proxy_et_max_depth,params_rfe_proxy_et_min_samples_leaf,params_rfe_proxy_et_min_samples_split,params_rfe_proxy_et_n_estimators,params_rfe_proxy_lsvr_C,params_rfe_proxy_lsvr_epsilon,params_rfe_proxy_type,params_use_scaler,params_xgb_booster,params_xgb_colsample_bytree,params_xgb_learning_rate,params_xgb_max_depth,params_xgb_n_estimators,params_xgb_reg_alpha,params_xgb_reg_lambda,params_xgb_subsample,user_attrs_d2mae_ci_lower_val,user_attrs_d2mae_ci_upper_val,user_attrs_d2mae_df_val,user_attrs_d2mae_mean_val,user_attrs_d2mae_samperror_val,user_attrs_d2mae_std_val,user_attrs_d2mae_t_critical_val,user_attrs_mae_ci_lower_val,user_attrs_mae_ci_upper_val,user_attrs_mae_df_val,user_attrs_mae_mean_val,user_attrs_mae_samperror_val,user_attrs_mae_std_val,user_attrs_mae_t_critical_val,user_attrs_mape_ci_lower_val,user_attrs_mape_ci_upper_val,user_attrs_mape_df_val,user_attrs_mape_mean_val,user_attrs_mape_samperror_val,user_attrs_mape_std_val,user_attrs_mape_t_critical_val,user_attrs_max_error_ci_lower_val,user_attrs_max_error_ci_upper_val,user_attrs_max_error_df_val,user_attrs_max_error_mean_val,user_attrs_max_error_samperror_val,user_attrs_max_error_std_val,user_attrs_max_error_t_critical_val,user_attrs_median_ae_ci_lower_val,user_attrs_median_ae_ci_upper_val,user_attrs_median_ae_df_val,user_attrs_median_ae_mean_val,user_attrs_median_ae_samperror_val,user_attrs_median_ae_std_val,user_attrs_median_ae_t_critical_val,user_attrs_n_splits_val,user_attrs_r2_below_zero_val,user_attrs_r2_ci_lower_val,user_attrs_r2_ci_upper_val,user_attrs_r2_df_val,user_attrs_r2_mean_val,user_attrs_r2_samperror_val,user_attrs_r2_std_val,user_attrs_r2_t_critical_val,user_attrs_regressor_final,user_attrs_rfe_estimator,user_attrs_rfe_n_features,user_attrs_rfe_selected_features,user_attrs_rho_ci_lower_val,user_attrs_rho_ci_upper_val,user_attrs_rho_df_val,user_attrs_rho_mean_val,user_attrs_rho_samperror_val,user_attrs_rho_std_val,user_attrs_rho_t_critical_val,user_attrs_rmse_ci_lower_val,user_attrs_rmse_ci_upper_val,user_attrs_rmse_df_val,user_attrs_rmse_mean_val,user_attrs_rmse_samperror_val,user_attrs_rmse_std_val,user_attrs_rmse_t_critical_val,user_attrs_termination_reason,user_attrs_use_scaler_final,state
0,2.951485525734854,2026-06-13 08:25:38.637446,2026-06-13 08:25:40.364792,0 days 00:00:01.727346,,,,0.00012674255898937226,0.9699098521619943,,,,,,,,,,ElasticNet,,,,,,11,,,,,,,,False,,,,,,,,,-0.07537362238527406,-0.05271105062833914,98.0,-0.0640423365068066,0.011331285878467462,0.05681366590177349,1.9844674545084815,2.9135123633192466,2.989458688150461,98.0,2.951485525734854,0.03797316241560738,0.19039273969900788,1.9844674545084815,796554638256905.1,1022425929092371.4,98.0,909490283674638.2,112935645417733.12,566245357850951.9,1.9844674545084815,8.895333858983397,9.82344015217525,98.0,9.359387005579324,0.46405314659592695,2.326705081324228,1.9844674545084815,2.5067440902359155,2.6019790896408286,98.0,2.554361589938372,0.04761749970245671,0.2387482540100793,1.9844674545084815,99.0,0.8484848484848485,-0.15169262424447952,-0.08571251701271163,98.0,-0.11870257062859557,0.032990053615883946,0.16540804850542867,1.9844674545084815,ElasticNet,"{'mode': 'original', 'type': 'ElasticNet'}",11,"['nodes_T2W30', 'edges_T2W30', 're_T2W30', 'pe_T2W30', 'l2_T2W30', 'l3_T2W30', 'lcc_T2W30', 'lsc_T2W30', 'atd_T2W30', 'diameter_T2W30', 'asp_T2W30']",-0.012029767021372033,0.046228583020195224,98.0,0.017099407999411596,0.02912917502078363,0.14605008075649348,1.9844674545084815,3.5787482410749223,3.700086749261605,98.0,3.6394174951682636,0.06066925409334121,0.30418813623958013,1.9844674545084815,completed,False,COMPLETE
1,3.5467270723196385,2026-06-13 08:25:40.384093,2026-06-13 08:25:48.404328,0 days 00:00:08.020235,,,,,,,,,,,,,,,XGBRegressor,,,,,,2,,,,,,,,False,gbtree,0.7571172192068059,0.08810003129071789,6.0,215.0,0.0021465011216654484,2.6185068507773707e-08,0.5998368910791798,-0.30009161896163433,-0.25935456527066864,98.0,-0.2797230921161515,0.020368526845482838,0.10212527435298252,1.9844674545084815,3.492208734259727,3.60124541037955,98.0,3.5467270723196385,0.05451833805991168,0.27334820401466037,1.9844674545084815,741279000270259.5,978676611187444.2,98.0,859977805728851.9,118698805458592.31,595141129488134.2,1.9844674545084815,10.518477572998881,11.101449892013699,98.0,10.80996373250629,0.29148615950740897,1.4614755517477733,1.9844674545084815,3.0083547429178465,3.1810231349810443,98.0,3.0946889389494454,0.08633419603159902,0.4328689807886899,1.9844674545084815,99.0,1.0,-0.6688898963164323,-0.5725515365763731,98.0,-0.6207207164464027,0.04816917987002961,0.24151431013656724,1.9844674545084815,XGBRegressor,"{'mode': 'original', 'type': 'XGBRegressor'}",2,"['diameter_T2W30', 'asp_T2W30']",-0.06692498279419039,-0.014642506717550213,98.0,-0.0407837447558703,0.026141238038320087,0.1310689342848632,1.9844674545084815,4.312959495145542,4.434150551580924,98.0,4.373555023363233,0.06059552821769154,0.3038184838177455,1.9844674545084815,completed,False,COMPLETE
2,2.8427155794494725,2026-06-13 08:25:48.416777,2026-06-13 08:25:50.305694,0 days 00:00:01.888917,,,,3.5204810455260365,0.2587799816000169,,,,,,,,,,ElasticNet,,,,,,9,,,,,,,,True,,,,,,,,,-0.027561445529192114,-0.022236287381988854,98.0,-0.024898866455590484,0.0026625790736016296,0.013349842157994844,1.9844674545084815,2.8215523885934557,2.8638787703054893,98.0,2.8427155794494725,0.02116319085601694,0.1061096214149908,1.9844674545084815,810472288639978.4,1034121342563732.1,98.0,922296815601855.2,111824526961876.86,560674347340285.1,1.9844674545084815,8.033002708515417,8.37156836044669,98.0,8.202285534481053,0.16928282596563599,0.848763151902798,1.9844674545084815,2.508246559389824,2.5606223942661464,98.0,2.534434476827985,0.02618791743816113,0.1313029790221956,1.9844674545084815,99.0,1.0,-0.0033870356076201027,-0.0019044596940634654,98.0,-0.002645747650841784,0.0007412879567783186,0.0037167261302128336,1.9844674545084815,ElasticNet,"{'mode': 'original', 'type': 'ElasticNet'}",9,"['l1_T2W30', 'l2_T2W30', 'l3_T2W30', 'lcc_T2W30', 'lsc_T2W30', 'atd_T2W30', 'density_T2W30', 'diameter_T2W30', 'asp_T2W30']",-0.30863759152731024,0.06206170441710984,2.0,-0.1232879435551002,0.18534964797221004,0.07461327409325152,4.302652729749462,3.4221539734444537,3.484807903374892,98.0,3.453480938409673,0.03132696496521922,0.15706952770758645,1.9844674545084815,completed,True,COMPLETE
3,2.8562779221579113,2026-06-13 08:25:50.323378,2026-06-13 08:25:57.391752,0 days 00:00:07.068374,,,,,,5.0,,2.0,2.0,89.0,,,,,ExtraTreesRegressor,,,,,,6,,,,,,,,False,,,,,,,,,-0.03679298280999256,-0.02263808855246769,98.0,-0.029715535681230126,0.0070774471287624345,0.03548544454032941,1.9844674545084815,2.827528859022901,2.885026985292922,98.0,2.8562779221579113,0.02874906313501063,0.1441442467747882,1.9844674545084815,752133977139872.6,960866100354856.6,98.0,856500038747364.6,104366061607492.05,523278524542344.94,1.9844674545084815,8.596931115731355,9.05830959039017,98.0,8.827620353060762,0.23068923732940813,1.156647303522143,1.9844674545084815,2.5363070098667553,2.636097345793396,98.0,2.5862021778300757,0.04989516796332037,0.2501682009601145,1.9844674545084815,99.0,0.6363636363636364,-0.0394739464826857,-0.015263202355109147,98.0,-0.027368574418897423,0.012105372063788276,0.06069483829329937,1.9844674545084815,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",6,"['nodes_T2W30', 're_T2W30', 'pe_T2W30', 'l2_T2W30', 'l3_T2W30', 'atd_T2W30']",0.04369862631698081,0.09393945269683045,98.0,0.06881903950690563,0.025120413189924817,0.1259506447541783,1.9844674545084815,3.4562614156453786,3.53253040316928,98.0,3.4943959094073294,0.03813449376195067,0.19120163511555094,1.9844674545084815,completed,False,COMPLETE
4,3.959166129378896,2026-06-13 08:25:57.424755,2026-06-13 08:26:01.012393,0 days 00:00:03.587638,,,,,,,,,,,manhattan,1.0,uniform,,KNeighborsRegressor,,,,,,5,8.0,1.0,5.0,80.0,,,ExtraTrees,,,,,,,,,,-0.45316801826516534,-0.40206903712505887,98.0,-0.4276185276951121,0.025549490570053228,0.1281019856683589,1.9844674545084815,3.884159558289163,4.034172700468629,98.0,3.959166129378896,0.07500657108973299,0.3760736703702387,1.9844674545084815,601002326360714.0,821798329610624.8,98.0,711400327985669.4,110398001624955.38,553521925738577.75,1.9844674545084815,12.236352943553007,12.753546046345983,98.0,12.494949494949495,0.25859655139648896,1.2965711245807847,1.9844674545084815,3.143350670406034,3.3414978144424503,98.0,3.242424242424242,0.09907357201820813,0.49674263633520194,1.9844674545084815,99.0,1.0,-1.1749607370381396,-1.0457558628360017,98.0,-1.1103582999370707,0.06460243710106894,0.3239086293705679,1.9844674545084815,KNeighborsRegressor,"{'mode': 'proxy', 'type': 'ExtraTrees'}",5,"['re_T2W30', 'pe_T2W30', 'l2_T2W30', 'l3_T2W30', 'atd_T2W30']",-0.044395504502941885,0.00727425989890303,98.0,-0.018560622302019426,0.025834882200922456,0.12953290400730733,1.9844674545084815,4.907854915464285,5.08052847449052,98.0,4.994191694977403,0.08633677951311747,0.4328819340454894,1.9844674545084815,completed,True,COMPLETE
5,2.941037574342167,2026-06-13 08:26:01.024682,2026-06-13 08:26:28.278186,0 days 00:00:27.253504,,,,,,,,,,,,,,,RandomForestRegressor,11.0,,1.0,6.0,272.0,5,,,,,,,,False,,,,,,,,,-0.07178639799209544,-0.04892842143128503,98.0,-0.060357409711690235,0.011428988280405207,0.05730353366091633,1.9844674545084815,2.903382120480397,2.9786930282039368,98.0,2.941037574342167,0.037655453861769994,0.1887997883053666,1.9844674545084815,751698719236747.4,959740629322469.4,98.0,855719674279608.4,104020955042860.98,521548202911265.4,1.9844674545084815,8.78857689096444,9.305573357593145,98.0,9.047075124278793,0.2584982333143517,1.2960781698772705,1.9844674545084815,2.562722315977917,2.6757889328074964,98.0,2.6192556243927068,0.05653330841478944,0.2834510161554733,1.9844674545084815,99.0,0.8585858585858586,-0.12266312613611896,-0.07824445745944361,98.0,-0.10045379179778129,0.02220933433833768,0.11135485544468128,1.9844674545084815,RandomForestRegressor,"{'mode': 'original', 'type': 'RandomForestRegressor'}",5,"['re_T2W30', 'pe_T2W30', 'l2_T2W30', 'l3_T2W30', 'density_T2W30']",0.059482194687536474,0.11177315629986977,98.0,0.08562767549370312,0.026145480806166646,0.13109020699808555,1.9844674545084815,3.566771164175168,3.6583582408519817,98.0,3.6125647025135748,0.04579353833840683,0.2296031373246208,1.9844674545084815,completed,False,COMPLETE
6,2.8432444090115454,2026-06-13 08:26:28.291579,2026-06-13 08:26:30.890959,0 days 00:00:02.599380,,,,1.0979988817809656,0.6334037565104235,,,,,,,,,,ElasticNet,,,,,,12,,,,,,,,False,,,,,,,,,-0.027834318100061328,-0.022318265419939743,98.0,-0.025076291760000535,0.0027580263400607936,0.013828402946771087,1.9844674545084815,2.821792183220897,2.864696634802194,98.0,2.8432444090115454,0.02145222579064821,0.10755880682838566,1.9844674545084815,809901453444124.2,1033427043264262.2,98.0,921664248354193.2,111762794910069.05,560364830467755.7,1.9844674545084815,8.056025905588417,8.399481546597112,98.0,8.227753726092764,0.17172782050434782,0.8610220521144677,1.9844674545084815,2.511126841174397,2.5564151410224443,98.0,2.5337709910984207,0.022644149924023662,0.1135349670118063,1.9844674545084815,99.0,0.9191919191919192,-0.0048390225966879336,-0.0026272438702334474,98.0,-0.0037331332334606905,0.001105889363227243,0.005544792486977234,1.9844674545084815,ElasticNet,"{'mode': 'original', 'type': 'ElasticNet'}",12,"['edges_T2W30', 're_T2W30', 'pe_T2W30', 'l1_T2W30', 'l2_T2W30', 'l3_T2W30', 'lcc_T2W30', 'lsc_T2W30', 'atd_T2W30', 'density_T2W30', 'diameter_T2W30', 'asp_T2W30']",-0.06036200244114606,0.017281509931631828,52.0,-0.021540246254757117,0.038821756186388945,0.14084524013835054,2.006646805061688,3.423739588158029,3.4870920871569173,98.0,3.455415837657473,0.0316762494994443,0.15882079716146452,1.9844674545084815,completed,False,COMPLETE
7,3.1124663398298344,2026-06-13 08:26:30.998842,2026-06-13 08:26:33.282026,0 days 00:00:02.283184,,,,,,,,,,,euclidean,5.0,distance,,KNeighborsRegressor,,,,,,8,5.0,2.0,12.0,20.0,,,ExtraTrees,,,,,,,,,,-0.13586024273584224,-0.1088703237125967,98.0,-0.12236528322421947,0.013494959511622774,0.0676620578877312,1.9844674545084815,3.0709464197956784,3.1539862598639905,98.0,3.1124663398298344,0.04151992003415627,0.20817574372308956,1.9844674545084815,747837668422790.6,960573379680624.1,98.0,854205524051707.4,106367855628916.75,533315272176918.94,1.9844674545084815,9.52726366355786,10.185744538547091,98.0,9.856504101052476,0.3292404374946147,1.6507708319951633,1.9844674545084815,2.6206712400005476,2.7412079550724457,98.0,2.6809395975364967,0.06026835753594906,0.302178090485097,1.9844674545084815,99.0,0.9696969696969697,-0.26509304895138003,-0.2071581486356649,98.0,-0.23612559879352246,0.02896745015785758,0.145239212296476,1.9844674545084815,KNeighborsRegressor,"{'mode': 'proxy', 'type': 'ExtraTrees'}",8,"['nodes_T2W30', 'edges_T2W30', 're_T2W30', 'pe_T2W30', 'l1_T2W30', 'l2_T2W30', 'l3_T2W30', 'diameter_T2W30']",-0.04782604149495755,0.009880007060503657,98.0,-0.018973017217226943,0.0288530242777306,0.1446654950861103,1.9844674545084815,3.7715569489998333,3.884239852331381,98.0,3.827898400665607,0.05634145166577394,0.2824890701454198,1.9844674545084815,completed,True,COMPLETE
8,2.7648393616597025,2026-06-13 08:26:33.294819,2026-06-13 08:26:36.063819,0 days 00:00:02.769000,,,,,,,,,,,,,,0.03261332783906558,QuantileRegressor,,,,,,2,,,,,,,,False,,,,,,,,,0.0008425209268038921,0.005964845245817772,98.0,0.003403683086310832,0.00256116215950694,0.012841350294320862,1.9844674545084815,2.741236248950567,2.788442474368838,98.0,2.7648393616597025,0.023603112709135534,0.11834308780850344,1.9844674545084815,730985850943154.2,932257713090049.2,98.0,831621782016601.8,100635931073447.52,504576111400168.3,1.9844674545084815,8.471732681823141,8.825016848284793,98.0,8.648374765053967,0.1766420832308254,0.8856615576119141,1.9844674545084815,2.417789947063062,2.544369269210986,98.0,2.481079608137024,0.06328966107396215,0.31732653273936107,1.9844674545084815,99.0,0.5454545454545454,-0.006825275217136467,0.004736768524486193,98.0,-0.0010442533463251376,0.00578102187081133,0.02898532864334913,1.9844674545084815,QuantileRegressor,"{'mode': 'original', 'type': 'QuantileRegressor'}",2,"['pe_T2W30', 'asp_T2W30']",0.08870229724509089,0.1504966113053705,80.0,0.1195994542752307,0.030897157030139805,0.13973143282839334,1.990063421254446,3.4160752862690056,3.4856339476577545,98.0,3.45085461696338,0.03477933069437465,0.17437926247296656,1.9844674545084815,completed,False,COMPLETE
9,2.8805451259863775,2026-06-13 08:26:36.081217,2026-06-13 08:26:38.191446,0 days 00:00:02.110229,,,,,,,,,,,minkowski,16.0,distance,,KNeighborsRegressor,,,,,,9,5.0,1.0,4.0,70.0,,,ExtraTrees,,,,,,,,,,-0.047562311974458454,-0.029503646545237405,98.0,-0.03853297925984793,0.009029332714610526,0.0452719574517713,1.9844674545084815,2.8483086810393337,2.9127815709334213,98.0,2.8805451259863775,0.03223644494704397,0.1616295478488072,1.9844674545084815,740455714384048.0,948140712780473.8,98.0,844298213582260.9,103842499198212.9,520653447378239.75,1.9844674545084815,8.732474469863448,9.27173355852441,98.0,9.002104014193929,0.26962954433048064,1.3518891865528657,1.9844674545084815,2.474177929125084,2.582596822425949,98.0,2.5283873757755164,0.05420944665043228,0.27179946069229494,1.9844674545084815,99.0,0.7171717171717171,-0.06960359109089687,-0.03770234657040164,98.0,-0.05365296883064925,0.015950622260247613,0.07997444718442343,1.9844674545084815,KNeighborsRegressor,"{'mode': 'proxy', 'type': 'ExtraTrees'}",9,"['nodes_T2W30', 'edges_T2W30', 're_T2W30', 'pe_T2W30', 'l1_T2W30', 'l2_T2W30', 'l3_T2W30', 'atd_T2W30', 'asp_T2W30']",0.021661409324976105,0.0751092676408978,98.0,0.048385338482936954,0.02672392915796085,0.13399047548947693,1.9844674545084815,3.49647060545839,3.5786118888546974,98.0,3.5375412471565437,0.04107064169815366,0.20592311771468022,1.9844674545084815,completed,True,COMPLETE
