subject,nodes_T6W50,edges_T6W50,l1_T6W50,l2_T6W50,l3_T6W50,lcc_T6W50,lsc_T6W50,atd_T6W50,density_T6W50,diameter_T6W50,asp_T6W50,y_true,y_pred
CDMS-11-6B-JPSAMA,-0.002080589977133206,0.0,0.0,-5.067310397979547e-05,-6.700973035428346e-05,-0.0023512772790357417,-0.0022062634460938337,0.0,0.0,-0.0005121181089320921,-7.665326854712762e-05,0,4.994844043653854
CDMS-11-6B-LESTA,0.0013019517004277754,0.0,0.00015224084185963362,5.868491745104204e-05,0.0,0.0015585276999609762,0.0012771195188590627,0.0,0.0,0.00041618635917175986,6.420086028179498e-05,8,5.0070175404659425
CDMS-11-6B-MAGIMU,0.0003858762694275434,0.0,0.00013878877157707495,0.0,0.0,0.0007040821322611803,0.0005793729951117119,0.0,0.0,0.0002818842498917208,0.0,9,5.0042786329862
CDMS-11-6B-MEBRTA,0.0009247486344712439,0.0,0.0,-0.0005034989666380668,0.0,0.0011946002447634912,0.0009922981583242439,0.0,0.0,0.00015600429233442225,0.0,8,5.004952780931186
CDMS-11-6B-MMAMO,-0.0011616087849949893,0.0,-0.00010713925832776871,0.0,-7.512805423402037e-05,-0.001431424012694283,-0.0019955716505466064,0.0,0.0,-7.187585893735342e-05,0.0,2,4.997345880948195
CDMS-11-6B-RSECA,0.001297844093760714,0.0,0.00023852538837073117,0.0,0.00010500067258621718,0.001480036669018658,0.0010868008387131735,0.0,0.0,0.0004188246104819208,6.775463799054034e-05,1,5.006883415478852
CDMS-11-6B-SCAPA,-0.0009954864109396702,0.0,0.0,0.0,0.0,-0.0012569182429904404,-0.0015653112509464728,0.0,0.0,-0.0001983384029119249,0.0,5,4.998172574260142
CDMS-11-6B-VZAPE,0.0012104939059661144,0.0,0.0,0.0,9.480965786592705e-05,0.0014995045368092598,0.0012692415155771694,0.0,0.0,0.0003198463640815732,0.0,8,5.0065825245482305
CDMS-11-6B-YLNIME,0.00027708357317131154,0.0,0.0003936771521431625,0.0,0.0,0.00016821014942498358,-0.0006265425623313715,0.0,0.0,0.0,0.0,0,5.0024010568803385
CDMS-11-7C-ICARE,0.0011254564712882744,0.0,0.00020330192806789936,0.0,0.0,0.0012463775497213725,0.0013414196197376591,0.0,0.0,0.0,0.0,7,5.006105184136746
CDMS-11-7C-IMOIB,-0.0018347301531145303,0.0,-8.949767849229856e-05,0.0,-9.000462395270576e-05,-0.0021142351937028176,-0.0024591886604456597,0.0,0.0,-0.00037388366033577313,-6.610673099460666e-05,3,4.995160981866892
CDMS-11-7C-SALMA,0.000748789629393553,0.0,0.00038862044796206534,0.0,5.943877515433155e-05,0.0007393057101101015,0.00020239852672902865,0.0,0.0,0.00013079732523279235,0.0,7,5.004457978982512
