subject,nodes_T6W50,edges_T6W50,l1_T6W50,l2_T6W50,l3_T6W50,lcc_T6W50,lsc_T6W50,atd_T6W50,density_T6W50,diameter_T6W50,asp_T6W50
CDMS-12-6B-IJDAGA,31.39642857142857,49.0,2.5642857142857145,1.3642857142857143,1.9392857142857145,31.39642857142857,29.185714285714287,3.146048776053853,0.0887905454769941,8.325,3.6393223462439286
CDMS-12-6B-SCLAG,32.00231481481482,49.0,1.125,1.2592592592592593,1.7939814814814814,32.00231481481482,29.71064814814815,3.0799273069880666,0.0874966060971179,7.810185185185185,3.5239030017373847
CDMS-12-7C-ARAHE,31.713513513513515,49.0,0.0,1.6324324324324324,2.5135135135135136,31.713513513513515,29.97297297297297,3.107540712385364,0.0909230922882949,7.091891891891892,3.238431787696259
CDMS-12-7C-CATRAR,33.62098501070664,48.685224839400426,0.0,0.9207708779443254,1.7751605995717346,33.61456102783726,31.299785867237688,2.9158029638143903,0.0815290793853804,8.085653104925054,3.6495267215430993
CDMS-12-7C-DLOLO,31.995983935742974,49.0,0.2891566265060241,0.1927710843373494,1.9518072289156627,31.995983935742974,29.879518072289155,3.080252011432679,0.0904446623049556,7.602409638554217,3.425247656862886
CDMS-12-7C-JSZAOR,36.06617647058823,49.0,0.3161764705882353,1.213235294117647,0.9632352941176472,36.06617647058823,33.75735294117647,2.724429779957895,0.0737277514620692,8.191176470588236,3.708949150167409
CDMS-12-7C-MAROBE,35.65909090909091,49.0,0.0,1.2272727272727273,1.3636363636363635,35.65909090909091,32.717532467532465,2.7695523894835667,0.0744783092124067,8.925324675324676,3.934122720401165
CDMS-12-7C-VMAPA,32.84905660377358,49.0,0.0,1.0566037735849056,1.3962264150943395,32.84905660377358,30.943396226415093,2.998836595931007,0.0851953186600436,7.226415094339623,3.336627904487963
CDMS-12-7C-VQURA,34.093869731800766,48.672413793103445,0.0938697318007662,0.946360153256705,1.8218390804597704,33.86590038314176,30.33333333333333,2.875017327745255,0.0793225322761484,8.810344827586206,3.838631706372382
CDMS-13-6B-ASUMO,33.71515151515152,47.624242424242425,0.5515151515151515,1.2363636363636363,2.6484848484848484,33.67878787878788,27.793939393939397,2.837379683746498,0.079928420659579,8.975757575757576,3.778965468103685
CDMS-13-6B-JDTAHE,33.745098039215684,48.23137254901961,0.7686274509803922,0.9529411764705882,1.9058823529411764,33.56078431372549,29.36078431372549,2.870410835827568,0.0788834541386548,8.623529411764705,3.770473144070617
CDMS-13-7C-MVEAR,30.71626984126984,48.80555555555556,2.0873015873015874,0.5654761904761905,1.6805555555555556,30.70833333333333,29.015873015873016,3.209489443505314,0.0963632485502469,6.988095238095238,3.257359478538203
