target,window,set,metric,mean,std,ci_lower,ci_upper,t_critical,df,significant
MOT,T7W40,VALIDATION,R2,-0.009803,0.021439,-0.011911,-0.007696,1.9659,399,True
MOT,T7W40,VALIDATION,RMSE,7.681046,0.319697,7.649621,7.712471,1.9659,399,True
MOT,T7W40,VALIDATION,MAE,6.515469,0.240582,6.491821,6.539118,1.9659,399,True
MOT,T7W40,VALIDATION,rho,0.006532,0.121124,-0.005374,0.018438,1.9659,399,False
MOT,T7W40,TEST,R2,-0.010529,0.026989,-0.013182,-0.007876,1.9659,399,True
MOT,T7W40,TEST,RMSE,7.752194,0.498963,7.703147,7.80124,1.9659,399,True
MOT,T7W40,TEST,MAE,6.571601,0.388095,6.533453,6.60975,1.9659,399,True
MOT,T7W40,TEST,rho,0.019675,0.185491,0.001442,0.037908,1.9659,399,True
COG,T7W40,VALIDATION,R2,-0.011637,0.026813,-0.014273,-0.009001,1.9659,399,True
COG,T7W40,VALIDATION,RMSE,2.219754,0.171462,2.2029,2.236608,1.9659,399,True
COG,T7W40,VALIDATION,MAE,1.720972,0.114813,1.709686,1.732258,1.9659,399,True
COG,T7W40,VALIDATION,rho,0.030515,0.125295,0.018199,0.042831,1.9659,399,True
COG,T7W40,TEST,R2,-0.014807,0.040227,-0.018762,-0.010853,1.9659,399,True
COG,T7W40,TEST,RMSE,2.175733,0.267271,2.149461,2.202005,1.9659,399,True
COG,T7W40,TEST,MAE,1.673978,0.178385,1.656443,1.691513,1.9659,399,True
COG,T7W40,TEST,rho,0.046235,0.186548,0.027898,0.064572,1.9659,399,True
MOT_V4,T7W40,VALIDATION,R2,-0.003195,0.024826,-0.005635,-0.000754,1.9659,399,True
MOT_V4,T7W40,VALIDATION,RMSE,3.490377,0.194594,3.471249,3.509505,1.9659,399,True
MOT_V4,T7W40,VALIDATION,MAE,2.905787,0.129058,2.893101,2.918473,1.9659,399,True
MOT_V4,T7W40,VALIDATION,rho,0.093203,0.127576,0.080662,0.105743,1.9659,399,True
MOT_V4,T7W40,TEST,R2,-0.006159,0.036198,-0.009717,-0.002601,1.9659,399,True
MOT_V4,T7W40,TEST,RMSE,3.508446,0.282504,3.480676,3.536215,1.9659,399,True
MOT_V4,T7W40,TEST,MAE,2.919361,0.186454,2.901033,2.937689,1.9659,399,True
MOT_V4,T7W40,TEST,rho,0.094548,0.198475,0.075039,0.114058,1.9659,399,True
COG_V1,T7W40,VALIDATION,R2,-0.016087,0.02182,-0.018232,-0.013942,1.9659,399,True
COG_V1,T7W40,VALIDATION,RMSE,1.355064,0.076353,1.347559,1.36257,1.9659,399,True
COG_V1,T7W40,VALIDATION,MAE,1.050501,0.053505,1.045242,1.055761,1.9659,399,True
COG_V1,T7W40,VALIDATION,rho,-0.120699,0.117476,-0.132246,-0.109151,1.9659,399,True
COG_V1,T7W40,TEST,R2,-0.017275,0.028108,-0.020038,-0.014512,1.9659,399,True
COG_V1,T7W40,TEST,RMSE,1.343953,0.117299,1.332423,1.355483,1.9659,399,True
COG_V1,T7W40,TEST,MAE,1.02975,0.086283,1.021269,1.038231,1.9659,399,True
COG_V1,T7W40,TEST,rho,-0.105634,0.183373,-0.123659,-0.087609,1.9659,399,True
