feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
z_pe_T2W10,0.22390574713814948,0.4248920027583608,1.0,78,0.195
z_density_T2W10,-0.18207161372669423,0.3018784417890697,1.0,61,0.1525
z_l3_T2W10,-0.16996664485296062,0.10480793478699625,1.0,340,0.85
z_l2_T2W10,-0.1430424873333963,0.419369499686699,1.0,85,0.2125
z_atd_T2W10,-0.1253967577656019,0.08434057775408715,1.0,388,0.97
z_asp_T2W10,-0.12176684097791618,0.2288368921343265,1.0,373,0.9325
z_re_T2W10,-0.1029302785071653,0.06600574512101594,1.0,117,0.2925
z_l1_T2W10,0.06051953681487023,0.06887308557670987,1.0,60,0.15
z_diameter_T2W10,-0.05195747744187874,0.09943793373530493,1.0,247,0.6175
z_lsc_T2W10,-0.02911242884223123,0.12444752980901938,1.0,251,0.6275
