number,value,datetime_start,datetime_complete,duration,params_regressor,params_rfe_n_features,params_use_scaler,user_attrs_d2mae_ci_lower_val,user_attrs_d2mae_ci_upper_val,user_attrs_d2mae_df_val,user_attrs_d2mae_mean_val,user_attrs_d2mae_samperror_val,user_attrs_d2mae_std_val,user_attrs_d2mae_t_critical_val,user_attrs_mae_ci_lower_val,user_attrs_mae_ci_upper_val,user_attrs_mae_df_val,user_attrs_mae_mean_val,user_attrs_mae_samperror_val,user_attrs_mae_std_val,user_attrs_mae_t_critical_val,user_attrs_mape_ci_lower_val,user_attrs_mape_ci_upper_val,user_attrs_mape_df_val,user_attrs_mape_mean_val,user_attrs_mape_samperror_val,user_attrs_mape_std_val,user_attrs_mape_t_critical_val,user_attrs_max_error_ci_lower_val,user_attrs_max_error_ci_upper_val,user_attrs_max_error_df_val,user_attrs_max_error_mean_val,user_attrs_max_error_samperror_val,user_attrs_max_error_std_val,user_attrs_max_error_t_critical_val,user_attrs_median_ae_ci_lower_val,user_attrs_median_ae_ci_upper_val,user_attrs_median_ae_df_val,user_attrs_median_ae_mean_val,user_attrs_median_ae_samperror_val,user_attrs_median_ae_std_val,user_attrs_median_ae_t_critical_val,user_attrs_n_splits_val,user_attrs_r2_below_zero_val,user_attrs_r2_ci_lower_val,user_attrs_r2_ci_upper_val,user_attrs_r2_df_val,user_attrs_r2_mean_val,user_attrs_r2_samperror_val,user_attrs_r2_std_val,user_attrs_r2_t_critical_val,user_attrs_regressor_final,user_attrs_rfe_estimator,user_attrs_rfe_n_features,user_attrs_rfe_selected_features,user_attrs_rho_ci_lower_val,user_attrs_rho_ci_upper_val,user_attrs_rho_df_val,user_attrs_rho_mean_val,user_attrs_rho_samperror_val,user_attrs_rho_std_val,user_attrs_rho_t_critical_val,user_attrs_rmse_ci_lower_val,user_attrs_rmse_ci_upper_val,user_attrs_rmse_df_val,user_attrs_rmse_mean_val,user_attrs_rmse_samperror_val,user_attrs_rmse_std_val,user_attrs_rmse_t_critical_val,user_attrs_termination_reason,user_attrs_trial_time_seconds,user_attrs_use_scaler_final,state
0,2.9266960338391788,2026-06-13 21:15:25.148109,2026-06-13 21:15:34.199543,0 days 00:00:09.051434,LinearRegression,10,False,-0.04129743305735804,-0.03562100476488765,898,-0.03845921891112285,0.0028382141462351992,0.04336018958544507,1.9626092156048227,2.9164623156932152,2.9369297519851423,898,2.9266960338391788,0.010233718145963636,0.15634336808644064,1.9626092156048227,951688788819763.1,1025607338823440.6,898,988648063821601.9,36959275001838.7,564637158597096.4,1.9626092156048227,8.57985763286405,8.755147174866329,898,8.667502403865189,0.08764477100113896,1.33897362601172,1.9626092156048227,2.5500809765665364,2.577608135960153,898,2.5638445562633447,0.013763579696808512,0.21027004809331404,1.9626092156048227,899,0.7830923248053393,-0.07528892200680275,-0.06380701504688836,898,-0.06954796852684555,0.0057409534799571895,0.08770614846746519,1.9626092156048227,LinearRegression,"{'mode': 'original', 'type': 'LinearRegression'}",10,"['nodes_T6W30', 'edges_T6W30', 're_T6W30', 'l1_T6W30', 'l2_T6W30', 'lcc_T6W30', 'atd_T6W30', 'density_T6W30', 'diameter_T6W30', 'asp_T6W30']",0.041517206153762386,0.057330836728925354,898,0.04942402144134387,0.007906815287581486,0.12079462373950756,1.9626092156048227,3.5514307793851048,3.579434822758796,898,3.5654328010719505,0.014002021686845601,0.21391279291820794,1.9626092156048227,completed,9.038952112197876,False,COMPLETE
1,2.8493425672736543,2026-06-13 21:15:34.235800,2026-06-13 21:15:43.241945,0 days 00:00:09.006145,LinearRegression,3,True,-0.01268592098792309,-0.009009009938898405,898,-0.010847465463410748,0.0018384555245123428,0.02808659811417136,1.9626092156048227,2.8405437331611068,2.858141401386202,898,2.8493425672736543,0.00879883411254737,0.13442224426828686,1.9626092156048227,944102448353697.0,1017065130754054.2,898,980583789553875.6,36481341200178.62,557335630529962.2,1.9626092156048227,8.381531539447078,8.558339720076383,898,8.46993562976173,0.08840409031465259,1.3505739590709833,1.9626092156048227,2.539682567303361,2.5679319154708407,898,2.553807241387101,0.014124674083739587,0.21578658781472304,1.9626092156048227,899,0.5261401557285873,-0.017589996211440362,-0.010338587986670528,898,-0.013964292099055446,0.0036257041123849178,0.05539089356674285,1.9626092156048227,LinearRegression,"{'mode': 'original', 'type': 'LinearRegression'}",3,"['nodes_T6W30', 'lcc_T6W30', 'atd_T6W30']",0.10838476999669076,0.12435591499785846,898,0.11637034249727461,0.007985572500583854,0.12199781966168058,1.9626092156048227,3.461078511045163,3.4867570414311855,898,3.4739177762381743,0.012839265193010931,0.19614903746612,1.9626092156048227,completed,8.995924949645996,True,COMPLETE
2,2.9086951628902002,2026-06-13 21:15:43.276894,2026-06-13 21:15:52.457471,0 days 00:00:09.180577,LinearRegression,9,False,-0.034788637088565395,-0.029356588783925545,898,-0.03207261293624547,0.002716024152319924,0.041493458948280645,1.9626092156048227,2.898752951088796,2.9186373746916043,898,2.9086951628902002,0.009942211801403925,0.15188994430859237,1.9626092156048227,939095227671750.0,1011920730566426.8,898,975507979119088.4,36412751447338.36,556287765734165.25,1.9626092156048227,8.506613932314638,8.665950383404907,898,8.586282157859772,0.07966822554513504,1.2171137150293059,1.9626092156048227,2.5406557988842375,2.5679153486277255,898,2.5542855737559815,0.0136297748717442,0.2082258744392817,1.9626092156048227,899,0.7385984427141268,-0.06451165882920445,-0.05362865578081007,898,-0.05907015730500726,0.005441501524197197,0.08313133736989214,1.9626092156048227,LinearRegression,"{'mode': 'original', 'type': 'LinearRegression'}",9,"['nodes_T6W30', 'edges_T6W30', 're_T6W30', 'l1_T6W30', 'l2_T6W30', 'lcc_T6W30', 'atd_T6W30', 'density_T6W30', 'asp_T6W30']",0.050141058035725744,0.06599589949219042,898,0.058068478763958084,0.00792742072823234,0.12110941880678527,1.9626092156048227,3.534495217507003,3.561704926882055,898,3.548100072194529,0.01360485468752596,0.20784516183038979,1.9626092156048227,completed,9.170361042022705,False,COMPLETE
3,2.981682766032929,2026-06-13 21:15:52.475608,2026-06-13 21:16:01.555684,0 days 00:00:09.080076,LinearRegression,13,True,-0.061220761355854254,-0.05466592030309903,898,-0.05794334082947664,0.0032774205263776104,0.05007006802621507,1.9626092156048227,2.9703082125665716,2.993057319499286,898,2.981682766032929,0.011374553466357093,0.17377222765422498,1.9626092156048227,957010572225576.1,1031919655100707.4,898,994465113663141.8,37454541437565.57,572203482151966.4,1.9626092156048227,9.079013822258384,9.313269055269208,898,9.196141438763796,0.11712761650541269,1.789391284693123,1.9626092156048227,2.6351588333644886,2.6655033793227365,898,2.6503311063436126,0.015172272979123796,0.23179104849772536,1.9626092156048227,899,0.8987764182424917,-0.12645571025582203,-0.11218727922019328,898,-0.11932149473800766,0.007134215517814373,0.10899140144382209,1.9626092156048227,LinearRegression,"{'mode': 'original', 'type': 'LinearRegression'}",13,"['nodes_T6W30', 'edges_T6W30', 're_T6W30', 'pe_T6W30', 'l1_T6W30', 'l2_T6W30', 'l3_T6W30', 'lcc_T6W30', 'lsc_T6W30', 'atd_T6W30', 'density_T6W30', 'diameter_T6W30', 'asp_T6W30']",-0.01585503162285508,0.00010115443294313707,898,-0.007876938594955972,0.007978093027899109,0.12188355367014506,1.9626092156048227,3.630690424536426,3.6625941278344643,898,3.646642276185445,0.015951851649019227,0.24370088939830473,1.9626092156048227,completed,9.069356918334961,True,COMPLETE
4,2.8491891915957566,2026-06-13 21:16:01.667934,2026-06-13 21:16:10.882154,0 days 00:00:09.214220,LinearRegression,4,True,-0.012701886395307229,-0.00884174224776975,898,-0.01077181432153849,0.001930072073768739,0.02948624970501098,1.9626092156048227,2.840159459120025,2.858218924071488,898,2.8491891915957566,0.009029732475731383,0.13794974300051188,1.9626092156048227,938210559482118.6,1010812262932757.4,898,974511411207438.0,36300851725319.41,554578242452514.25,1.9626092156048227,8.40377860729143,8.571064873240973,898,8.487421740266202,0.08364313297477141,1.2778394851274668,1.9626092156048227,2.5384764928778805,2.565259239219196,898,2.5518678660485383,0.01339137317065785,0.20458374511993185,1.9626092156048227,899,0.5684093437152391,-0.022272821139570343,-0.014725815645052435,898,-0.01849931839231139,0.0037735027472589533,0.057648854558554875,1.9626092156048227,LinearRegression,"{'mode': 'original', 'type': 'LinearRegression'}",4,"['nodes_T6W30', 'lcc_T6W30', 'atd_T6W30', 'density_T6W30']",0.09340020612452812,0.1097813266668557,898,0.10159076639569191,0.008190560271163784,0.12512947503970537,1.9626092156048227,3.4686298243992524,3.4943272630912507,898,3.4814785437452516,0.012848719345999113,0.1962934711997342,1.9626092156048227,completed,9.203608989715576,True,COMPLETE
5,2.888426226446529,2026-06-13 21:16:10.917652,2026-06-13 21:16:20.013998,0 days 00:00:09.096346,LinearRegression,8,False,-0.027423056895876263,-0.022303536206297082,898,-0.024863296551086673,0.0025597603447895904,0.03910617315138388,1.9626092156048227,2.878777333340452,2.898075119552606,898,2.888426226446529,0.009648893106077146,0.1474088327422946,1.9626092156048227,936474571201922.1,1009067570237879.1,898,972771070719900.6,36296499517978.484,554511752566376.56,1.9626092156048227,8.358669408556155,8.491033313328993,898,8.424851360942574,0.06618195238641807,1.0110801563076208,1.9626092156048227,2.5304483253365415,2.556916955341875,898,2.5436826403392083,0.013234315002666933,0.20218432365659295,1.9626092156048227,899,0.6763070077864294,-0.047652094740386675,-0.03777204872683558,898,-0.04271207173361113,0.004940023006775546,0.07547011010933688,1.9626092156048227,LinearRegression,"{'mode': 'original', 'type': 'LinearRegression'}",8,"['edges_T6W30', 're_T6W30', 'l1_T6W30', 'l2_T6W30', 'lcc_T6W30', 'atd_T6W30', 'density_T6W30', 'asp_T6W30']",0.06635856870729416,0.08239089732974793,898,0.07437473301852104,0.008016164311226879,0.12246517929027065,1.9626092156048227,3.5079088067675412,3.5339182630745256,898,3.5209135349210334,0.013004728153492092,0.19867686128989626,1.9626092156048227,completed,9.08626675605774,False,COMPLETE
6,2.909008684837928,2026-06-13 21:16:20.031912,2026-06-13 21:16:29.236170,0 days 00:00:09.204258,LinearRegression,9,True,-0.034908623556527456,-0.029452156337392517,898,-0.032180389946959986,0.0027282336095674695,0.041679986234000495,1.9626092156048227,2.8990293717302134,2.918987997945643,898,2.909008684837928,0.00997931310771479,0.1524567513191348,1.9626092156048227,942556444193730.8,1015618237670296.0,898,979087340932013.4,36530896738282.61,558092704315267.5,1.9626092156048227,8.525623741660551,8.690394776137014,898,8.608009258898782,0.08238551723823173,1.2586265385517716,1.9626092156048227,2.5377326713324724,2.564825432415838,898,2.5512790518741553,0.0135463805416829,0.2069518359856979,1.9626092156048227,899,0.7330367074527252,-0.06376427193641325,-0.05282290762570111,898,-0.05829358978105718,0.005470682155356067,0.08357713801567847,1.9626092156048227,LinearRegression,"{'mode': 'original', 'type': 'LinearRegression'}",9,"['nodes_T6W30', 'edges_T6W30', 're_T6W30', 'l1_T6W30', 'l2_T6W30', 'lcc_T6W30', 'atd_T6W30', 'density_T6W30', 'diameter_T6W30']",0.05471650740396473,0.07062652360255223,898,0.06267151550325847,0.007955008099293748,0.12153087877342429,1.9626092156048227,3.53312503348024,3.5605027594001823,898,3.546813896440211,0.0136888629599711,0.20912857965310724,1.9626092156048227,completed,9.19395899772644,True,COMPLETE
7,2.8623193410237175,2026-06-13 21:16:29.253979,2026-06-13 21:16:38.558031,0 days 00:00:09.304052,LinearRegression,6,False,-0.01785764935748878,-0.013294134795009009,898,-0.015575892076248895,0.002281757281239886,0.034859042765947916,1.9626092156048227,2.8531846916174857,2.8714539904299494,898,2.8623193410237175,0.009134649406232036,0.13955258822741826,1.9626092156048227,938734342194793.0,1011391920906464.2,898,975063131550628.6,36328789355835.59,555005053430592.44,1.9626092156048227,8.24206450552858,8.382724239636813,898,8.312394372582697,0.0703298670541169,1.0744490062635839,1.9626092156048227,2.5538640796530916,2.58043071196234,898,2.567147395807716,0.013283316154623982,0.2029329279300165,1.9626092156048227,899,0.5739710789766407,-0.02557280685105663,-0.016921217821069562,898,-0.021247012336063097,0.004325794514993533,0.06608637002482705,1.9626092156048227,LinearRegression,"{'mode': 'original', 'type': 'LinearRegression'}",6,"['edges_T6W30', 're_T6W30', 'l1_T6W30', 'l2_T6W30', 'atd_T6W30', 'density_T6W30']",0.09613922180256232,0.11231659611361969,898,0.104227908958091,0.00808868715552868,0.12357313102195132,1.9626092156048227,3.4725638082614227,3.497353635120293,898,3.484958721690858,0.012394913429435207,0.18936055156669357,1.9626092156048227,completed,9.294070959091187,False,COMPLETE
8,2.8325054507214413,2026-06-13 21:16:38.576075,2026-06-13 21:16:47.797458,0 days 00:00:09.221383,LinearRegression,4,False,-0.0070628853636267135,-0.002896273861476465,898,-0.004979579612551589,0.002083305751075124,0.03182724335684418,1.9626092156048227,2.823727874203138,2.8412830272397445,898,2.8325054507214413,0.008777576518302991,0.1340974860685614,1.9626092156048227,935119649949576.0,1007222723015465.8,898,971171186482520.9,36051536532944.81,550769384681075.94,1.9626092156048227,8.238205895454062,8.38170995244596,898,8.30995792395001,0.0717520284959495,1.0961757634995621,1.9626092156048227,2.551646630023203,2.576381098233751,898,2.564013864128477,0.012367234105274204,0.18893768680689027,1.9626092156048227,899,0.45161290322580644,-0.008803348028731471,-0.0009548995244940389,898,-0.004879123776612755,0.003924224252118716,0.059951469050837564,1.9626092156048227,LinearRegression,"{'mode': 'original', 'type': 'LinearRegression'}",4,"['edges_T6W30', 'l1_T6W30', 'atd_T6W30', 'density_T6W30']",0.12056764054554575,0.1368829491303789,898,0.12872529483796233,0.008157654292416584,0.12462676121916233,1.9626092156048227,3.4451532361257877,3.469613248465092,898,3.45738324229544,0.012230006169652183,0.1868412173375647,1.9626092156048227,completed,9.211370944976807,False,COMPLETE
9,2.8190121358788596,2026-06-13 21:16:47.832621,2026-06-13 21:16:57.248105,0 days 00:00:09.415484,LinearRegression,2,False,-0.0017922532365679353,0.001654338404132047,898,-6.895741621794418e-05,0.0017232958203499912,0.026327271175537487,1.9626092156048227,2.81039262873427,2.827631643023449,898,2.8190121358788596,0.00861950714458944,0.13168261613319598,1.9626092156048227,932988211130761.6,1005051724787412.9,898,969019967959087.2,36031756828325.586,550467204613595.4,1.9626092156048227,8.267951076806956,8.408635666015236,898,8.338293371411096,0.07034229460414021,1.074638865413503,1.9626092156048227,2.51264936272828,2.5370011187030004,898,2.52482524071564,0.012175877987360044,0.18601428599088815,1.9626092156048227,899,0.3770856507230256,0.002009669149346096,0.008299366557554295,898,0.005154517853450196,0.0031448487041040997,0.048044731299917535,1.9626092156048227,LinearRegression,"{'mode': 'original', 'type': 'LinearRegression'}",2,"['atd_T6W30', 'density_T6W30']",0.14343117964923255,0.16006786783647572,898,0.15174952374285414,0.008318344093621593,0.1270816641566094,1.9626092156048227,3.428898455913313,3.4535219216589517,898,3.4412101887861324,0.01231173287281946,0.18808977898969623,1.9626092156048227,completed,9.405334711074829,False,COMPLETE
