subject,lsc_T6W50,diameter_T6W50,asp_T6W50,z_re_T6W50,z_pe_T6W50,z_l1_T6W50,z_l2_T6W50,z_l3_T6W50,z_lsc_T6W50,z_density_T6W50,z_diameter_T6W50,z_asp_T6W50
CDMS-11-6B-AVROTO,31.68217054263566,9.910852713178295,4.170679661406695,4.704772905459941,-0.7588327422224459,-0.914301301245809,-0.7712203088920999,0.0102586900096262,-0.6258990948655897,-0.7416567603911738,0.9369441185723004,1.056637795077897
CDMS-11-6B-EAFESA,31.581632653061224,8.610969387755102,3.8000576709157934,5.634915077759781,-0.0607311730312874,-0.4521552554470177,-0.3426353812141163,0.0837315205163493,-0.3177272201792606,-2.1319205149405005,0.8407703036931314,1.5421347108764347
CDMS-11-6B-EFRGR,29.18947368421053,7.78421052631579,3.533864335255201,5.650575679671123,-0.9731709160742684,-0.497084265670988,-1.209686095117454,3.051513047258933,-0.2667803952485831,-1.9467010299254408,1.1063303635087332,1.9778738279599155
CDMS-11-6B-EROCO,29.518218623481783,7.502024291497976,3.390071185370201,4.260459308366972,-0.4213324977902221,-0.9074000539387664,-0.8580857969834761,0.8065682361925839,0.0913102302554431,-0.9520420217755944,0.4736336075272599,0.8330125949899868
CDMS-11-6B-JACUPE,26.97308781869688,7.124645892351275,3.2823980300363003,3.2749456976533384,0.532327985052839,0.4141879741223832,-0.1221710951439345,-0.0938501604298025,-0.4231210021390484,-2.0118457841700623,0.7070818570807795,1.5243890703418628
CDMS-11-6B-JDCHBA,28.761453396524487,8.061611374407583,3.6221465874080905,4.404455753037392,1.5250777823480346,0.066716145254281,0.3944793338472053,-0.1840602095483662,-0.5092012200125878,-2.477424843531874,1.0857555697507009,2.025233351928915
CDMS-11-6B-JFSAHE,32.942558746736296,8.454308093994777,3.79208282828169,3.73573990785896,-0.1579840153288236,-1.0121574187440638,-0.1167542483951206,0.6796169781521104,0.0021726310704093,-0.8568176924055141,-0.0514927926731518,0.0789050789219462
CDMS-11-6B-JLPENA,29.74736842105263,8.713157894736842,3.7380482403541135,3.758528982453576,0.1268787115643838,-0.550282947242183,-0.3402721596406608,1.1747751503847883,-0.2931507184776545,-1.2287742375554027,0.8732439525473007,1.1371477894243882
CDMS-11-6B-JMARME,30.95577395577396,8.416461916461916,3.745959711206677,4.256581124057881,0.5320392289873582,-0.9346097092464944,-0.1815059836102961,0.6314846821417253,-0.0952802174268414,-1.333111297330454,0.501029399357091,0.9851332879153952
CDMS-11-6B-JPSAMA,31.84010152284264,9.753807106598984,4.130890813527256,4.475029390828955,0.2745033945013927,-0.523123965427001,-0.2098621712772967,-0.3199729504723126,-0.0426627017983922,-1.4441913927507743,0.4953981193646395,0.8420017352475916
CDMS-11-6B-LESTA,30.14840989399293,7.522968197879859,3.4387332649166047,4.826165783962118,-0.2075680742304454,-0.7380798109102484,-0.7072985463260785,0.9416299988321528,-0.2654406285911074,-1.3801001627587732,0.6345616475839719,1.1162454670216364
CDMS-11-6B-MAGIMU,28.70508474576271,6.725423728813559,3.1520124161441925,4.221390609428935,-0.2255859695022208,-1.1550431466332929,-0.5846740592394948,1.910654990115726,-0.0636366914393934,-1.2067734794720182,0.3749360250992619,0.6934263037124431
CDMS-11-6B-MEBRTA,30.557620817843866,8.62081784386617,3.764365071234927,3.488580977907846,1.0996255128449797,-0.2243349267942727,0.4661670410745276,-0.8198025905554539,-0.2373028480704684,-2.05026303698835,1.193162833523595,1.804270696470976
CDMS-11-6B-MMAMO,32.45039682539682,8.261904761904763,3.715284700238567,3.248204708551756,-0.5122537155683258,-0.2620530097295501,-0.4918647892850165,-0.2503063110720329,-0.0459355930677534,-0.8978692815430469,0.1551326392672398,0.3387437023218045
CDMS-11-6B-RSECA,30.45675675675676,7.724324324324324,3.494704244193421,3.592118416690938,0.3971516331837765,-0.973952281343764,-0.2968177631784714,-0.0028285274476055,0.0276441794850193,-1.00865575823832,-0.0262052039860064,0.0882655697289149
CDMS-11-6B-SCAPA,32.796875,8.776041666666666,3.7947370616137768,3.869509935838016,-1.1500877236742633,-1.0656697798207384,-1.178643805093161,0.5305936202038729,0.0349121961172499,-0.3430933368241473,0.1766163301432449,0.2830243104619999
CDMS-11-6B-VZAPE,30.21189591078067,7.825278810408922,3.5948169113642834,5.227379419021107,0.4912230599307061,-0.3648070772853866,-0.2998891337506995,-0.7464210073636837,-0.2269111937562974,-2.4934827256402228,0.7990464555819209,1.7290430922726203
CDMS-11-6B-YLNIME,32.10552763819096,8.27889447236181,3.6697345235414103,4.087464264200911,-0.518185225973682,-1.089893758614881,-0.5812317451560661,-0.372223988326101,0.0538555600791894,-0.8148157427398097,0.3797808985743318,0.5128171806184936
CDMS-11-7C-ICARE,29.6403785488959,9.61198738170347,4.125288441765454,5.487321103066546,-0.3287983280593925,-0.8731967738214444,-0.6017723747882432,1.343755123688423,-0.463981868091293,-1.7555924063470278,1.2204219807024133,2.011845933960988
CDMS-11-7C-IMOIB,32.4789391575663,8.697347893915756,3.881483409348343,2.5890601909012743,0.2539786483290071,-0.3032073809807115,0.0745960761748556,-0.1997538610243771,-0.0075256739906517,-1.0501732599662208,0.2534832237339522,0.4303441215033748
CDMS-11-7C-SALMA,31.36950904392765,8.098191214470285,3.679159255924864,6.016211577733924,-0.2524130599695939,-1.1424794776172618,-0.6714786983411068,0.2613838098482907,-0.0208904403575807,-1.7635141009897612,0.6638606867300569,1.373980662496775
CDMS-11-7C-SPGAVE,30.323529411764707,8.366666666666667,3.725743051406621,5.171113531625198,0.218390563851365,0.9137003560758687,-0.0117837529794844,0.1715944933490172,-0.8772507371353571,-2.692297795084341,1.8032411422739676,2.881837731877569
