feature,selected,ranking
asp_T6W50,True,1
diameter_T6W50,True,1
lsc_T6W50,True,1
z_asp_T6W50,True,1
z_density_T6W50,True,1
z_diameter_T6W50,True,1
z_l1_T6W50,True,1
z_l2_T6W50,True,1
z_l3_T6W50,True,1
z_lsc_T6W50,True,1
z_pe_T6W50,True,1
z_re_T6W50,True,1
density_T6W50,False,2
atd_T6W50,False,3
l3_T6W50,False,3
lcc_T6W50,False,3
l1_T6W50,False,4
l2_T6W50,False,4
pe_T6W50,False,4
edges_T6W50,False,5
nodes_T6W50,False,5
re_T6W50,False,5
