target,window,set,metric,mean,std,ci_lower,ci_upper,t_critical,df,significant
MOT,T2W20,VALIDATION,R2,-0.009328,0.043115,-0.013566,-0.00509,1.9659,399,True
MOT,T2W20,VALIDATION,RMSE,7.759075,0.33285,7.726357,7.791793,1.9659,399,True
MOT,T2W20,VALIDATION,MAE,6.616454,0.266535,6.590255,6.642654,1.9659,399,True
MOT,T2W20,VALIDATION,rho,0.05573,0.139174,0.04205,0.069411,1.9659,399,True
MOT,T2W20,TEST,R2,-0.01315,0.064275,-0.019468,-0.006832,1.9659,399,True
MOT,T2W20,TEST,RMSE,7.738172,0.537579,7.68533,7.791014,1.9659,399,True
MOT,T2W20,TEST,MAE,6.605257,0.437366,6.562265,6.648248,1.9659,399,True
MOT,T2W20,TEST,rho,0.049961,0.195209,0.030773,0.069149,1.9659,399,True
COG,T2W20,VALIDATION,R2,-0.013798,0.062894,-0.01998,-0.007616,1.9659,399,True
COG,T2W20,VALIDATION,RMSE,2.250953,0.187157,2.232556,2.26935,1.9659,399,True
COG,T2W20,VALIDATION,MAE,1.750671,0.125384,1.738346,1.762996,1.9659,399,True
COG,T2W20,VALIDATION,rho,0.086222,0.127964,0.073644,0.0988,1.9659,399,True
COG,T2W20,TEST,R2,-0.013515,0.054288,-0.018851,-0.008179,1.9659,399,True
COG,T2W20,TEST,RMSE,2.192308,0.274997,2.165277,2.219339,1.9659,399,True
COG,T2W20,TEST,MAE,1.723038,0.180728,1.705273,1.740803,1.9659,399,True
COG,T2W20,TEST,rho,0.072703,0.188947,0.05413,0.091276,1.9659,399,True
MOT_V4,T2W20,VALIDATION,R2,-0.009712,0.04694,-0.014326,-0.005098,1.9659,399,True
MOT_V4,T2W20,VALIDATION,RMSE,3.461885,0.165763,3.445591,3.478179,1.9659,399,True
MOT_V4,T2W20,VALIDATION,MAE,2.850444,0.116965,2.838947,2.861941,1.9659,399,True
MOT_V4,T2W20,VALIDATION,rho,0.062129,0.136114,0.04875,0.075509,1.9659,399,True
MOT_V4,T2W20,TEST,R2,-0.010719,0.061595,-0.016773,-0.004664,1.9659,399,True
MOT_V4,T2W20,TEST,RMSE,3.53814,0.259263,3.512656,3.563625,1.9659,399,True
MOT_V4,T2W20,TEST,MAE,2.920257,0.190672,2.901514,2.938999,1.9659,399,True
MOT_V4,T2W20,TEST,rho,0.055967,0.202371,0.036075,0.07586,1.9659,399,True
COG_V1,T2W20,VALIDATION,R2,0.016849,0.058885,0.011061,0.022638,1.9659,399,True
COG_V1,T2W20,VALIDATION,RMSE,1.318277,0.085069,1.309915,1.326639,1.9659,399,True
COG_V1,T2W20,VALIDATION,MAE,1.025473,0.064547,1.019129,1.031818,1.9659,399,True
COG_V1,T2W20,VALIDATION,rho,0.162297,0.129243,0.149592,0.175001,1.9659,399,True
COG_V1,T2W20,TEST,R2,0.025074,0.076691,0.017535,0.032612,1.9659,399,True
COG_V1,T2W20,TEST,RMSE,1.308066,0.114195,1.296841,1.319291,1.9659,399,True
COG_V1,T2W20,TEST,MAE,1.009522,0.084923,1.001175,1.01787,1.9659,399,True
COG_V1,T2W20,TEST,rho,0.170106,0.20296,0.150156,0.190057,1.9659,399,True
