target,window,set,metric,mean,std,ci_lower,ci_upper,t_critical,df,significant
MOT,T6W30,VALIDATION,R2,-0.005937,0.026092,-0.008502,-0.003373,1.9659,399,True
MOT,T6W30,VALIDATION,RMSE,7.619984,0.322566,7.588277,7.651691,1.9659,399,True
MOT,T6W30,VALIDATION,MAE,6.45743,0.250174,6.432839,6.482021,1.9659,399,True
MOT,T6W30,VALIDATION,rho,0.057461,0.117015,0.045959,0.068963,1.9659,399,True
MOT,T6W30,TEST,R2,-0.004207,0.034946,-0.007642,-0.000772,1.9659,399,True
MOT,T6W30,TEST,RMSE,7.79607,0.493525,7.747558,7.844582,1.9659,399,True
MOT,T6W30,TEST,MAE,6.645626,0.394218,6.606875,6.684376,1.9659,399,True
MOT,T6W30,TEST,rho,0.079276,0.189415,0.060658,0.097895,1.9659,399,True
COG,T6W30,VALIDATION,R2,0.010988,0.04982,0.006091,0.015885,1.9659,399,True
COG,T6W30,VALIDATION,RMSE,2.228679,0.187369,2.210261,2.247096,1.9659,399,True
COG,T6W30,VALIDATION,MAE,1.750507,0.125461,1.738175,1.762839,1.9659,399,True
COG,T6W30,VALIDATION,rho,0.152323,0.12488,0.140047,0.164598,1.9659,399,True
COG,T6W30,TEST,R2,0.003278,0.076569,-0.004249,0.010804,1.9659,399,False
COG,T6W30,TEST,RMSE,2.15845,0.268231,2.132084,2.184817,1.9659,399,True
COG,T6W30,TEST,MAE,1.691486,0.186615,1.673142,1.709829,1.9659,399,True
COG,T6W30,TEST,rho,0.141189,0.193682,0.122151,0.160227,1.9659,399,True
MOT_V4,T6W30,VALIDATION,R2,0.000752,0.03183,-0.002377,0.003881,1.9659,399,False
MOT_V4,T6W30,VALIDATION,RMSE,3.447057,0.175697,3.429787,3.464328,1.9659,399,True
MOT_V4,T6W30,VALIDATION,MAE,2.844647,0.119544,2.832896,2.856397,1.9659,399,True
MOT_V4,T6W30,VALIDATION,rho,0.116037,0.119808,0.104261,0.127814,1.9659,399,True
MOT_V4,T6W30,TEST,R2,-0.00422,0.04965,-0.009101,0.00066,1.9659,399,False
MOT_V4,T6W30,TEST,RMSE,3.46486,0.271745,3.438148,3.491571,1.9659,399,True
MOT_V4,T6W30,TEST,MAE,2.872281,0.183022,2.85429,2.890271,1.9659,399,True
MOT_V4,T6W30,TEST,rho,0.119391,0.190991,0.100617,0.138164,1.9659,399,True
COG_V1,T6W30,VALIDATION,R2,-0.01129,0.048339,-0.016041,-0.006538,1.9659,399,True
COG_V1,T6W30,VALIDATION,RMSE,1.388529,0.077684,1.380893,1.396165,1.9659,399,True
COG_V1,T6W30,VALIDATION,MAE,1.080206,0.058255,1.07448,1.085932,1.9659,399,True
COG_V1,T6W30,VALIDATION,rho,0.112027,0.127528,0.099491,0.124562,1.9659,399,True
COG_V1,T6W30,TEST,R2,-0.020722,0.074901,-0.028084,-0.013359,1.9659,399,True
COG_V1,T6W30,TEST,RMSE,1.347828,0.117529,1.336276,1.359381,1.9659,399,True
COG_V1,T6W30,TEST,MAE,1.040594,0.083067,1.032428,1.048759,1.9659,399,True
COG_V1,T6W30,TEST,rho,0.104515,0.19835,0.085018,0.124012,1.9659,399,True
