feature,mean_coef,std_coef,frac_nonzero
edges_T7W50,0.8566969103326062,0.37475676746772113,1.0
edges_T2W10,0.5345392536341489,0.3145514698476889,1.0
l3_T6W30,-0.4210442652892518,0.10069101817323861,1.0
School year,0.16689066841970443,0.03154689600696296,1.0
