feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
edges_T2W40,0.17605747676098965,0.05655352119410217,1.0,400,1.0
l3_T2W40,-0.11675599129069267,0.05957260513373785,1.0,400,1.0
lsc_T2W40,0.09972532325445795,0.0390657787565908,1.0,400,1.0
l1_T2W40,0.08103733370949719,0.059451447923227964,1.0,400,1.0
lcc_T2W40,0.05395694323698831,0.08367577254673024,1.0,400,1.0
atd_T2W40,0.05322138581847929,0.05500891000986069,1.0,400,1.0
density_T2W40,0.04998462547020362,0.08055529125588806,1.0,400,1.0
asp_T2W40,0.0458206539418723,0.05291788286114297,1.0,400,1.0
nodes_T2W40,0.0380673598617976,0.06233877957435536,1.0,400,1.0
l2_T2W40,-0.02837996030770346,0.04502292809024428,1.0,400,1.0
pe_T2W40,-0.02314715959147844,0.04516819210416974,1.0,400,1.0
diameter_T2W40,0.012913573857315463,0.05047577704653177,1.0,400,1.0
re_T2W40,0.007327799074110242,0.04606864237107119,1.0,400,1.0
