split,subject,set
0,CDMS-9-5C-LVIZAC,TRAIN
0,CSO-17-11A-NPAHE,TRAIN
0,CSO-13-8A-MGAHE,TRAIN
0,CSO-13-8B-JEMABE,TRAIN
0,CDMS-10-5C-NBEMO,TRAIN
0,CDMS-XX-10A-VGILO,TRAIN
0,CSO-13-7A-CAPAMU,TRAIN
0,CDMS-15-10A-JJMACH,TRAIN
0,CDMS-12-6B-SCLAG,TRAIN
0,CSO-17-11A-JDAMO,TRAIN
0,CDMS-11-6B-EROCO,TRAIN
0,CDMS-16-10A-SGALO,TRAIN
0,CDMS-11-5A-MGTHAR,TRAIN
0,CDMS-11-6B-SCAPA,TRAIN
0,CDMS-11-6B-ARAHE,TRAIN
0,CSO-9-4A-FAGIGA,TRAIN
0,CSO-14-9A-SORZU,TRAIN
0,CDMS-11-6B-MEBRTA,TRAIN
0,CSO-16-11A-JAVABO,TRAIN
0,CDMS-14-6B-KDCAHE,TRAIN
0,CSO-9-4A-DKVIMO,TRAIN
0,CSO-16-10C-MAVAVE,TRAIN
0,CSO-10-4A-LSCAVA,TRAIN
0,CSO-18-9B-MAMOLO,TRAIN
0,CDMS-11-6B-JLPENA,TRAIN
0,CSO-9-2A-EXMOCO,TRAIN
0,CSO-11-6B-VCOMA,TRAIN
0,CSO-11-6A-FSOVRE,TRAIN
0,CSO-11-6B-ANREVA,TRAIN
0,CSO-16-11A-JDMUVA,TRAIN
0,CDMS-8-4C-JDBUTU,TRAIN
0,CDMS-9-4A-CRAAG,TRAIN
0,CSO-14-9A-AEDCAGO,TRAIN
0,CSO-13-8B-FCJISA,TRAIN
0,CDMS-11-6A-DFVEBE,TRAIN
0,CSO-13-7A-CDDITR,TRAIN
0,CSO-12-6A-FJOVRE,TRAIN
0,CDMS-11-6B-MMAMO,TRAIN
0,CSO-9-4A-SLOCA,TRAIN
0,CDMS-10-6B-ASCACO,TRAIN
0,CDMS-11-6B-RSECA,TRAIN
0,CDMS-9-4C-SCAMO,TRAIN
0,CDMS-12-7C-JSZAOR,TRAIN
0,CSO-11-6B-LHFDLACH,TRAIN
0,CSO-16-11A-VZAOR,TRAIN
0,CSO-13-8A-MBUAN,TRAIN
0,CDMS-8-4A-DOSTR,TRAIN
0,CDMS-9-5A-VVAAR,TRAIN
0,CSO-12-7A-JHEZA,TRAIN
0,CDMS-12-6B-IJDAGA,TRAIN
0,CDMS-11-6B-JDCHBA,TRAIN
0,CSO-13-8A-MJAGA,TRAIN
0,CSO-11-6A-EROMO,TRAIN
0,CDMS-12-6A-FAROPA,TRAIN
0,CSO-15-8B-KEPOGO,TRAIN
0,CDMS-12-7C-VQURA,TRAIN
0,CSO-15-8A-VBMABR,TRAIN
0,CDMS-18-7C-VVECA,TRAIN
0,CSO-12-6B-GQULO,TRAIN
0,CDMS-11-6B-EFRGR,TRAIN
0,CSO-12-6A-DGISE,TRAIN
0,CDMS-12-7C-VMAPA,TRAIN
0,CSO-15-9B-AMSAGO,TRAIN
0,CSO-9-4A-GSBRCO,TRAIN
0,CSO-10-5A-ACAVA,TRAIN
0,CSO-11-5A-MDVOSPE,TRAIN
0,CSO-15-11C-JETALO,TRAIN
0,CDMS-8-4A-LGOPA,TRAIN
0,CSO-11-6B-DISEMO,TRAIN
0,CSO-11-6A-DSCACH,TRAIN
0,CSO-16-10B-VVILI,TRAIN
0,CDMS-11-7C-ICARE,TRAIN
0,CSO-15-10A-MAARLO,TRAIN
0,CSO-17-11C-MCAAG,TRAIN
0,CDMS-10-5A-KSRAGU,TRAIN
0,CSO-15-10B-YVBUAN,TRAIN
0,CSO-14-9B-MFEGA,TRAIN
0,CDMS-11-6B-LESTA,TRAIN
0,CSO-13-8A-VHODU,TRAIN
0,CSO-13-6B-LJMAHU,TRAIN
0,CSO-16-10A-MSACO,TRAIN
0,CSO-11-6B-SFLVA,TRAIN
0,CDMS-9-4A-EROHI,TRAIN
0,CSO-11-6A-CAPAMU,TRAIN
0,CSO-9-4A-NSARPA,TRAIN
0,CSO-13-6B-LFMIES,TRAIN
0,CDMS-10-5B-SRAJA,TRAIN
0,CSO-15-10C-SSCAMO,TRAIN
0,CSO-10-5A-GZAMA,TRAIN
0,CDMS-10-5A-HEPIHO,TRAIN
0,CSO-16-11B-KRORE,TRAIN
0,CSO-12-7A-ESALA,TRAIN
0,CDMS-8-4A-DJAVDA,TRAIN
0,CDMS-XX-6B-SPUCA,TRAIN
0,CSO-14-9A-JSMAAL,TRAIN
0,CSO-17-10B-YCQUVE,TRAIN
0,CSO-17-11C-JDAAG,TRAIN
0,CSO-10-5A-MAARAN,TRAIN
0,CSO-16-11B-LLOZA,TRAIN
0,CSO-15-10B-MEBUAR,TRAIN
0,CSO-16-10B-JESUGU,TRAIN
0,CSO-16-10A-YKMUJO,TRAIN
0,CDMS-11-6B-JPSAMA,TRAIN
0,CDMS-9-5C-MLOGO,TRAIN
0,CDMS-10-5A-SROPU,TRAIN
0,CDMS-15-10A-SHEGA,TRAIN
0,CSO-10-5A-JLCARI,TRAIN
0,CSO-9-4A-MLORO,TRAIN
0,CSO-13-7A-RXCHLU,TRAIN
0,CDMS-10-5C-DAAUSA,TRAIN
0,CSO-10-5A-IPECA,TRAIN
0,CDMS-12-7C-CATRAR,TRAIN
0,CSO-12-7A-LSARAR,TRAIN
0,CSO-12-7B-DVAGRO,TRAIN
0,CDMS-11-7C-SALMA,TRAIN
0,CSO-17-11B-CDBEBU,TRAIN
0,CDMS-15-10A-SGOMO,TRAIN
0,CSO-15-10A-SFEGA,TRAIN
0,CDMS-17-10A-ASSAMO,TRAIN
0,CSO-13-9B-DMLLLU,TRAIN
0,CSO-12-7B-SSARA,TRAIN
0,CSO-12-7A-SCAHO,TRAIN
0,CDMS-9-5C-JDMADE,TRAIN
0,CSO-15-9B-JCAPA,TRAIN
0,CSO-10-4A-LRAVI,TRAIN
0,CSO-15-9B-ALRIHE,TRAIN
0,CSO-9-4A-DSMOMU,TRAIN
0,CSO-16-11B-YAROMO,TRAIN
0,CDMS-13-6B-JDTAHE,TRAIN
0,CDMS-15-11B-JEMOLO,TRAIN
0,CSO-15-7B-JCRAGA,TRAIN
