feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
z_asp_T2W40,-0.3882999998620566,0.7312489412852272,1.0,38,0.095
z_pe_T2W40,0.3806420210829073,0.21511779731448852,1.0,356,0.89
z_density_T2W40,-0.3016241234007164,0.3008863882148202,1.0,361,0.9025
z_l2_T2W40,0.2791642451446571,0.15967158753674127,1.0,340,0.85
z_lsc_T2W40,-0.252661634378503,0.2746723845820485,1.0,108,0.27
z_re_T2W40,0.22221787758301992,0.17322571184822277,1.0,96,0.24
z_atd_T2W40,-0.21494257982705786,0.18176691718309076,1.0,255,0.6375
z_l3_T2W40,-0.20339802347383484,0.16218921343111614,1.0,311,0.7775
z_l1_T2W40,-0.16774302523125656,0.1861412831566415,1.0,79,0.1975
z_diameter_T2W40,-0.05926884706877768,0.33207736872892335,1.0,56,0.14
