feature,selected,ranking
edges_T2W10,True,1
lcc_T2W10,True,1
nodes_T2W10,True,1
asp_T2W10,False,2
atd_T2W10,False,3
density_T2W10,False,3
diameter_T2W10,False,3
l2_T2W10,False,4
pe_T2W10,False,4
re_T2W10,False,4
l1_T2W10,False,5
l3_T2W10,False,5
lsc_T2W10,False,5
