feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
l2_T2W30,0.17748445296705084,0.09959731714677388,1.0,400,1.0
pe_T2W30,0.15966396468413616,0.07671322090975094,1.0,400,1.0
edges_T2W30,0.07543996670576425,0.06850230526988088,1.0,400,1.0
lsc_T2W30,0.06995407515022936,0.05020502243968047,1.0,400,1.0
diameter_T2W30,-0.06986137997054685,0.054604547483192795,1.0,400,1.0
asp_T2W30,-0.06397369896341834,0.04765534016314044,1.0,400,1.0
l1_T2W30,-0.062265751874309966,0.06859082065712956,1.0,400,1.0
re_T2W30,0.02776703876857142,0.05338534224792733,1.0,400,1.0
atd_T2W30,0.015312186078656047,0.027347173959555573,1.0,400,1.0
density_T2W30,-0.012861861645110115,0.037541421069440535,1.0,400,1.0
l3_T2W30,0.011147885833764169,0.06262635371774584,1.0,400,1.0
nodes_T2W30,-0.006030492327393124,0.027738571561506453,1.0,400,1.0
lcc_T2W30,0.00598975599115064,0.0276656488000518,1.0,400,1.0
