feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
z_pe_T2W20,0.23983139234419493,0.23364304726460153,1.0,400,1.0
z_diameter_T2W20,-0.1832858714296801,0.3498436069463223,1.0,400,1.0
z_density_T2W20,-0.1713462103618768,0.3192619653814332,1.0,400,1.0
z_atd_T2W20,-0.12605504134479653,0.12298740721369139,1.0,400,1.0
z_asp_T2W20,-0.10439409868879838,0.23340445568286694,1.0,400,1.0
z_lsc_T2W20,-0.1030816335130904,0.24450556124328818,1.0,400,1.0
z_l3_T2W20,-0.09655093107530421,0.09803168799886691,1.0,400,1.0
z_l1_T2W20,-0.07939559826866274,0.1660003068463829,1.0,400,1.0
z_l2_T2W20,0.06017337305988412,0.18268897629489053,1.0,400,1.0
z_re_T2W20,0.026508648856152988,0.16655723753588517,1.0,400,1.0
z_lcc_T2W20,-1.0797938876779708e-16,9.09500477702535e-16,0.0,400,1.0
z_edges_T2W20,0.0,0.0,0.0,400,1.0
z_nodes_T2W20,0.0,0.0,0.0,400,1.0
